,T,Vol,Size,Lev,CrashRisk
103,0,124,147,183,-8.204103311959042
104,0,128,150,196,-7.17040874324495
105,0,135,177,103,-26.235191143143865
106,0,141,170,103,-19.609533923299225
107,1,182,135,101,19.44439585188762
108,1,115,137,167,-5.800196383811447
109,1,129,187,185,-28.106234383956565
110,1,150,173,178,-11.192627375197386
111,0,151,178,145,-16.23033049918896
112,1,174,151,180,13.822968872962804
113,1,195,116,142,44.17181250986212
114,0,178,177,190,1.5830549947747996
115,0,191,154,113,14.49559223936443
116,1,168,154,188,9.8757348660674
117,1,162,143,176,12.927180655428629
118,1,148,149,111,-3.9514362733701285
119,1,105,179,114,-42.11305579760649
120,0,109,101,109,6.609455146126807
121,1,183,195,197,-6.0056378946209446
122,1,162,124,142,20.96215772203493
123,0,168,174,101,-10.025481533958144
124,1,196,168,156,13.980012833774747
125,1,149,119,169,19.277951810929068
126,1,189,193,120,-8.823406577915398
127,0,193,152,128,20.34822992365559
128,0,152,120,105,15.046902358238146
129,0,196,164,194,18.98908231502748
130,0,185,179,136,-1.3693367621974497
131,0,159,119,183,26.934533548272352
132,0,175,112,103,32.22264008528999
133,0,145,104,190,27.30853964770384
134,0,127,168,161,-23.625191909282435
135,1,165,115,162,32.258346877995926
136,0,140,137,194,8.174589426725326
137,0,105,125,180,-5.28940376291896
138,0,178,164,102,-2.3202025743511707
139,0,140,187,130,-29.399021744489804
140,0,188,104,134,43.858755005941376
141,1,118,170,127,-30.638150183375
142,1,107,145,195,-12.664358471350447
143,1,165,106,168,35.925425286624325
144,1,191,153,114,16.686738011632848
145,0,185,124,158,34.84525019166967
146,0,191,100,106,45.534380681258064
147,0,187,172,172,7.121547340003902
148,0,124,193,137,-40.228965254547596
149,0,191,153,109,16.207024027366092
150,0,146,104,197,30.082902774395702
151,0,156,161,122,-6.2333727348770145
152,1,189,127,108,29.7343826727318
153,1,168,111,172,36.118573195781
154,0,175,185,197,-5.30142827363159
155,0,123,117,161,6.661630406101618
156,0,116,167,154,-25.54634954647156
157,0,161,169,162,-3.7357756498730255
158,0,181,195,126,-13.967674901510161
159,0,129,192,167,-34.56848464497629
160,1,192,167,156,11.44670568511675
161,1,128,191,184,-32.32864107197324
162,0,186,138,196,29.399316806017296
163,1,104,126,166,-7.195388775516874
164,1,190,106,150,47.30112901964025
165,1,184,168,174,8.665388146469132
166,1,184,165,193,11.552026570245937
167,1,110,183,142,-39.310356553450234
168,1,168,138,148,15.008578164907659
169,1,123,115,122,5.77710665717996
170,1,151,120,132,16.16795019887441
171,1,111,127,177,-3.773541237523083
172,1,199,183,115,2.800425273450819
173,1,100,177,110,-42.70486773472347
174,1,105,117,135,-4.4030997151763245
175,1,133,153,130,-12.916467153908847
176,1,124,102,113,13.768732174434945
177,0,170,123,180,29.13430954218811
178,1,107,160,101,-32.13104318496741
179,0,147,109,115,19.526249223352067
180,0,121,179,192,-25.92981626841354
181,1,193,166,119,9.09232432114005
182,1,190,138,187,29.328191876920023
183,1,132,134,145,-0.07519378238138386
184,1,145,174,157,-14.940387383160386
185,0,165,155,110,-0.05954242194685311
186,1,194,106,110,45.30018358119902
187,1,129,132,179,3.6893140836188794
188,1,192,116,167,43.15694159113345
189,0,118,139,116,-13.399731139251504
190,0,147,118,144,14.916500879369664
191,1,162,133,195,21.34821990107222
192,0,185,170,122,2.5248217558317863
193,1,117,178,104,-37.82523119125784
194,1,199,169,173,16.57556034408166
195,0,151,127,199,19.347849960045917
196,0,163,133,136,13.239021548212584
197,0,144,156,154,-5.55790099861699
198,0,166,143,187,14.08228385371916
199,0,166,197,121,-22.914078635054107
200,0,100,108,133,-0.29513685195069717
201,0,111,185,137,-42.421796142057886
202,1,141,190,192,-25.654933812518898
203,0,178,183,185,-1.7815594020660885
204,1,175,138,130,18.085035681050226
205,0,112,128,110,-10.808886783602201
206,1,196,167,177,17.14219649523874
207,0,155,135,146,11.844063222944811
208,1,127,171,122,-27.10223898518271
209,0,133,190,185,-30.21355884463701
210,1,125,186,165,-33.12416821848338
211,0,138,196,151,-30.90655125831522
212,1,191,107,123,44.261575117834056
213,0,123,138,147,-6.522868774914001
214,0,113,198,139,-47.454240397419454
215,0,182,183,122,-6.4245163661897084
216,0,133,125,192,11.924065624901225
217,0,199,199,169,-3.6017234191472727
218,1,179,109,114,35.75312526130134
219,0,110,181,178,-35.00764754685471
220,1,190,100,146,48.86189167997057
221,0,120,171,194,-23.607573394877832
222,0,105,154,168,-22.154881224884697
223,0,194,162,196,19.25911116599219
224,0,141,186,172,-22.974668922367808
225,1,162,115,128,25.471739414147756
226,0,153,147,150,2.622907871809442
227,0,130,158,174,-12.490804122014712
228,1,131,114,196,15.973920598623772
229,1,126,109,101,6.927813655995885
230,0,136,166,168,-14.406627908252275
231,1,147,163,170,-6.701652301367958
232,0,106,165,152,-31.992134476510124
233,1,114,123,194,4.543291859583478
234,1,158,160,159,1.5532977604324874
235,1,131,187,182,-29.524004572054366
236,0,141,117,179,17.669884993335934
237,0,118,173,196,-25.4556129861237
238,0,134,146,104,-9.805114523464995
239,0,171,121,155,28.161971281622456
240,1,111,160,123,-28.63040817583447
241,0,163,150,125,5.719231626568883
242,0,157,167,198,-2.280249750971313
243,1,116,118,174,6.894032061637425
244,1,154,195,196,-19.616554073114887
245,1,167,129,142,20.816133270540842
246,1,162,176,137,-10.799001808236335
247,1,190,102,132,48.738081948099094
248,0,175,131,118,19.02678697694837
249,0,109,187,174,-40.00780475440858
250,0,162,127,107,15.281697837320934
251,1,197,167,197,18.905081690770306
252,1,155,132,166,15.310981729321549
253,1,173,165,137,4.331324328100137
254,0,118,161,118,-25.758509373525733
255,0,171,196,125,-18.267891055708287
256,0,101,125,120,-12.031661633901972
257,0,189,197,135,-11.348997235162729
258,0,135,123,109,3.1848971968012307
259,0,147,180,115,-24.183249945850765
260,1,120,182,178,-29.680275441839825
261,0,105,124,102,-11.73895825482819
262,0,176,135,153,21.792423425128128
263,1,147,108,166,25.788780226657284
264,0,148,107,181,27.67170013908092
265,1,194,158,194,22.52608963076265
266,0,123,139,164,-3.905539446133734
267,0,188,171,113,2.5074166165147576
268,0,139,144,112,-5.848822972212693
269,1,188,136,155,29.69510479582219
270,1,108,140,139,-15.369353961651658
271,0,153,170,135,-11.310309633650132
272,0,134,117,150,13.110346623313177
273,0,157,122,125,17.60986116445414
274,1,133,148,162,-6.240118607575967
275,0,138,183,188,-20.93284439954413
276,1,116,133,101,-12.099414084389027
277,1,132,101,110,18.643837307911568
278,0,190,177,167,5.689249656403433
279,1,150,109,186,28.108395021647677
280,0,163,153,166,5.8529577304641265
281,1,102,154,165,-24.48160214219428
282,0,124,139,183,-3.0800985824380938
283,1,124,169,199,-17.938183577837442
284,1,199,192,182,3.4266629581270758
285,0,161,193,153,-19.542308614990088
286,0,112,160,119,-28.266793653227285
287,1,198,189,130,1.4242358671042594
288,0,145,122,169,16.374758514497874
289,1,171,118,181,33.187775933534525
290,0,109,117,109,-2.7347126571814937
291,0,151,168,193,-6.010122309660147
292,1,191,184,174,5.153211068870698
293,1,147,148,165,1.0883891773754888
294,1,142,193,137,-30.006394819147094
295,0,155,178,115,-19.420372079884963
296,1,121,170,163,-25.751709472011306
297,0,108,102,181,12.175743330462986
298,0,159,181,129,-16.428777311148565
299,1,129,151,143,-12.313064095099321
300,0,194,180,150,3.5900697838947773
301,1,162,135,112,11.479161003306297
302,0,138,167,117,-20.69620826613646
303,1,197,102,199,59.50221609637747
304,0,181,115,182,39.18650961570155
305,0,102,187,104,-50.562695851263996
306,0,171,161,191,5.478877738639581
307,1,146,151,133,-4.326813133203736
308,0,121,112,171,11.74470836314155
309,0,174,178,199,1.676681073729916
310,0,156,119,167,21.98055060029187
311,1,174,176,124,-5.463617354698565
312,1,163,178,146,-9.313498600583484
313,0,101,142,154,-19.821164681420353
314,1,157,185,108,-19.77786003139349
315,0,138,159,123,-14.579273071153592
316,1,170,182,134,-11.30753980097741
317,1,115,152,158,-16.70025949318034
318,0,168,165,178,1.6526714445531447
319,1,107,160,113,-29.884033488562448
320,1,124,148,117,-13.826596572633836
321,1,169,137,133,14.186279930120753
322,1,166,130,175,23.07887378701184
323,0,194,125,166,38.57647572933938
324,1,188,148,119,19.465897863953497
325,1,196,137,199,36.498937782871096
326,0,181,141,118,18.50536721824832
327,0,124,128,197,3.986270074501673
328,1,164,111,175,34.122985567245124
329,1,141,181,169,-23.030885855269702
330,1,194,169,124,9.483922824208463
331,0,105,199,164,-51.388852502422324
332,0,169,111,143,31.187513324171547
333,0,114,194,114,-49.017271679700414
334,1,163,130,170,21.72333912494118
335,0,189,178,126,0.08443230357836615
336,0,170,181,191,-4.689579765515591
337,0,181,148,137,16.318869423457755
338,0,164,142,102,6.379858435631275
339,0,148,132,106,5.752116884273902
340,1,177,199,154,-14.123920841456975
341,0,136,128,174,6.9081537132406705
342,1,178,109,154,39.20710018881077
343,0,125,199,126,-43.60339979750069
344,1,170,195,173,-13.943035716764207
345,1,113,146,172,-13.800017036351115
346,1,163,118,180,27.745346017531695
347,0,191,121,138,35.54185169826071
348,1,193,178,103,0.7161077888296902
349,0,150,104,199,32.78187055399794
350,0,154,100,124,30.67566208024103
351,0,140,189,197,-23.74073306566029
352,1,177,118,129,30.529118267794587
353,0,143,111,108,14.692628926895484
354,1,174,139,107,14.927833649275986
355,0,136,133,113,-0.42475656125395267
356,1,138,100,169,27.226274005899654
357,0,121,152,195,-11.479696674194548
358,1,148,186,172,-18.89575591167896
359,0,139,167,198,-12.165772095536374
360,1,191,163,195,17.247355708261168
361,0,146,120,180,20.72795754433385
362,1,142,125,173,16.93931780993958
363,1,164,167,184,1.7686454468211623
364,1,176,176,124,-3.374081651324068
365,0,190,197,114,-12.726273588624725
366,1,185,196,174,-4.9857709413601725
367,1,161,174,109,-12.817926839162968
368,1,142,183,153,-22.71599465391218
369,1,182,167,105,1.0840315050943339
370,1,196,180,126,3.132308203918412
371,1,195,197,153,-4.348485800772729
372,0,131,179,183,-24.747180490239924
373,0,140,154,123,-10.222807539552633
374,0,138,182,193,-20.442875785451918
375,0,191,140,173,28.487589406787027
376,0,177,110,113,35.09972749775591
377,1,188,107,127,42.98954404310658
378,0,162,169,139,-6.445464977266804
379,1,179,166,128,3.9872690407514124
380,0,106,144,146,-18.543020343032204
381,0,148,111,166,22.78464775570884
382,0,184,123,115,30.19131333503405
383,1,138,180,129,-23.51138867289423
384,1,154,157,171,-0.45340095071302344
385,1,174,166,192,6.746513723547181
386,0,116,107,192,11.956094954187417
387,0,131,110,112,11.224175076177808
388,0,150,102,198,34.23810366910138
389,0,193,181,141,0.7336284817542604
390,0,112,123,186,0.46092701066441844
391,1,199,154,175,25.136286159078985
392,0,106,179,132,-39.6843869489557
393,0,195,110,109,41.397374724289406
394,0,175,136,156,21.54051379245549
395,1,173,162,122,1.7353964558827517
396,1,127,142,171,-4.236689048924048
397,1,157,195,107,-28.30257244907219
398,0,109,114,198,3.8073026639239327
399,0,141,152,174,-3.5232096340651275
400,0,133,162,189,-11.808484943271672
401,0,112,110,154,4.602442353511552
402,1,181,144,111,15.322067668592107
403,0,149,191,174,-22.704365421455588
404,0,199,182,116,2.8732206045533104
405,0,139,181,170,-22.389572534903685
406,0,109,134,153,-10.913539009410243
407,1,126,110,194,16.5211633959995
408,0,126,161,181,-15.78649032433732
409,0,169,135,133,16.65943807608505
410,0,110,113,170,3.4989477419885047
411,0,103,139,105,-20.097624263087692
412,1,154,161,145,-3.444257489471906
413,1,156,188,114,-22.631504147829705
414,0,162,100,176,38.190156573620584
415,0,111,199,173,-47.15285405734673
416,0,106,162,167,-26.30204694578945
417,1,188,191,174,-1.1731557273161426
418,1,139,197,195,-28.562568963276593
419,0,123,134,159,-3.7168613463384483
420,0,124,130,156,-1.5111128381004715
421,1,152,169,112,-15.285054476720152
422,0,187,125,173,35.259796478730614
423,0,182,134,171,28.94437210329852
424,1,179,190,152,-8.897780732502122
425,0,184,187,164,-3.205028047414545
426,1,194,108,102,42.931207266494255
427,1,132,137,188,3.6860886279038705
428,1,154,192,114,-25.864799753260442
429,1,182,159,177,13.580061597042649
430,0,177,103,113,37.253691299482675
431,0,114,101,139,9.658004347483699
432,0,171,192,101,-19.346925805401767
433,1,110,138,158,-12.354995474815247
434,0,167,186,116,-18.61855388580132
435,0,192,146,120,22.08847316809146
436,1,181,199,125,-15.261131581372844
437,1,191,188,104,-6.277089346261919
438,1,153,163,116,-10.705212532655946
439,0,198,150,166,25.358375812601114
440,0,121,145,134,-11.46068530623262
441,0,162,118,164,27.669261439823163
442,0,193,142,152,24.60878024121194
443,1,128,116,173,13.147459718443711
444,0,182,175,178,3.6477519640536125
445,1,159,152,184,8.18356432985292
446,1,174,172,146,0.4628936507094745
447,0,128,149,167,-8.46581863014025
448,1,134,179,104,-28.772810768806632
449,0,125,143,126,-9.932964328536958
450,0,182,186,186,-1.584580141877829
451,1,125,145,142,-10.722698811021097
452,0,173,105,102,34.74212993439083
453,0,156,150,123,-0.6323653615383455
454,0,120,109,180,11.455558717255109
455,1,131,161,101,-21.098124521841708
456,1,197,193,103,-7.522988136571454
457,0,104,156,105,-30.95063853386196
458,0,134,165,153,-16.593814889159958
459,0,109,103,128,3.252053262093511
460,0,176,110,180,39.63183204925977
461,0,192,152,159,21.420042960929347
462,1,125,196,179,-34.71510653462412
463,0,131,106,146,15.654449446427922
464,1,191,134,110,27.897190613965755
465,1,156,106,135,28.064820528528088
466,1,112,119,100,-3.9809145158492654
467,0,108,174,177,-33.86185212328074
468,1,135,134,141,0.944866850470405
469,1,192,175,146,7.3074990766701395
470,1,199,112,184,52.81886414652328
471,0,122,103,166,15.356062977194636
472,0,131,162,160,-17.359030842791906
473,0,137,196,103,-39.75652316031806
474,1,166,152,149,7.542319025168439
475,0,183,159,111,7.21940929035669
476,1,129,109,155,16.489447920906937
477,1,168,120,121,25.87828112335534
478,0,183,195,101,-15.912239550285124
479,1,179,139,159,21.888369058873366
480,0,115,136,109,-14.795493777649002
481,0,183,159,123,9.437660021969828
482,0,118,192,110,-45.5479727133521
483,1,124,199,109,-45.76434780939818
484,1,153,152,133,-0.7560000722354318
485,1,130,103,166,20.141901425757585
486,1,169,186,165,-11.54597344611147
487,0,145,198,130,-34.413063243118074
488,1,110,142,126,-16.545087353066677
489,0,131,184,170,-27.419077882544958
490,1,134,164,168,-14.61333309406165
491,1,173,184,113,-12.00704170163824
492,0,157,188,134,-21.135566995658156
493,1,171,163,196,7.5785383201242
494,1,197,195,197,0.45165837548555543
495,0,141,196,189,-28.01088715339503
496,0,165,179,150,-9.42065942917358
497,0,145,166,188,-7.316203517450545
498,1,140,139,173,5.160144386511007
499,0,152,156,124,-6.582508811871753
500,0,129,173,145,-25.711911398246336
501,1,146,170,138,-15.508299256973991
502,0,103,181,186,-39.042223355447696
503,1,161,106,199,37.68989859129116
504,1,199,122,196,45.91962006382222
505,0,124,132,181,1.8423484735744236
506,0,129,190,101,-39.87910238536826
507,1,112,175,188,-28.956315562794337
508,1,133,102,167,22.603649693941303
509,0,106,125,175,-5.55442101848139
510,1,104,182,145,-42.62360696310065
511,1,161,194,185,-17.349475446222264
512,1,113,121,161,1.3281969727433462
513,0,144,193,104,-32.72448393029901
514,1,176,161,152,5.969275966219869
515,1,171,166,188,5.630742174068156
516,0,107,148,119,-22.279258547964766
517,0,158,167,171,-2.360507897679617
518,0,179,191,135,-11.184520509242187
519,1,154,194,137,-25.96010836905843
520,0,194,142,102,21.126824505486884
521,0,108,194,179,-44.69709182780325
522,1,108,128,177,-3.076848637456333
523,1,168,165,145,-0.4423979357126552
524,1,177,192,129,-13.402523983450124
525,1,139,131,196,10.48705249473582
526,0,159,158,162,-1.4189956415008997
527,0,102,173,154,-34.84097009036626
528,0,185,153,144,15.76358842192397
529,1,105,103,142,5.915880208813873
530,1,178,120,102,27.495156927388244
531,0,197,100,162,54.95849642256911
532,1,126,122,152,4.663842949810192
533,1,177,184,118,-9.396207930703552
534,0,174,129,161,24.567037290082702
535,1,130,162,177,-15.368383089971802
536,1,160,156,150,0.7289760041132312
537,1,172,113,118,30.361896020066908
538,0,172,114,194,35.37691308602894
539,0,117,141,181,-7.570029859270337
540,0,118,136,173,-4.988174735722536
541,1,106,114,198,5.23464539301237
542,1,187,125,114,31.19588041822773
543,0,164,182,152,-11.98196819314567
544,1,145,143,167,4.3472514410255085
545,1,100,124,143,-11.749449228200298
546,0,141,184,110,-26.804896533253878
547,1,103,169,199,-30.495035554779918
548,1,118,103,179,15.636524852783362
549,0,195,176,186,10.956937106535328
550,0,150,134,136,6.7353000045869535
551,1,115,144,131,-17.05707307891894
552,0,105,121,102,-9.015910267427683
553,0,155,169,160,-7.559643776146591
554,0,101,194,175,-48.24156558113652
555,0,136,137,172,2.456393132819133
556,1,144,137,159,7.403365185404584
557,1,109,165,114,-35.7325044188777
558,0,180,114,172,39.191553033289175
559,0,137,189,170,-27.71457974740953
560,1,118,140,141,-9.823525555908034
561,1,184,189,155,-5.041130426837881
562,1,144,187,137,-27.408620542466778
563,1,181,155,152,13.016839105061107
564,1,181,163,191,10.989263487268289
565,0,156,125,195,22.892381499734526
566,1,101,167,192,-29.801066239303502
567,0,170,118,190,34.1682737237644
568,0,144,146,158,0.32319851776625724
569,1,148,136,167,9.248702222825976
570,1,135,149,145,-6.821685277399811
571,1,184,174,119,0.4525109325001113
572,1,181,150,140,16.432961093119577
573,1,104,118,142,-4.034244062958609
574,1,117,122,140,0.5227202914973842
575,0,106,179,142,-38.60084432733492
576,0,174,131,149,22.09309697682943
577,1,181,107,117,39.0052364489181
578,1,138,100,157,25.49785670023434
579,1,192,196,192,-1.7145514161694555
580,0,139,167,171,-13.976630062121806
581,0,159,100,189,38.146284717754384
582,1,170,139,134,15.175285444835577
583,1,199,195,199,2.4314843376885698
584,1,198,192,111,-3.649631110144889
585,0,137,127,140,6.152838936687449
586,1,146,147,170,1.907877432571609
587,0,132,119,139,7.807220842471737
588,0,173,181,162,-6.501904831493044
589,1,151,175,104,-17.844613072705453
590,0,183,142,197,24.54766944925331
591,1,162,153,103,-1.630079645335988
592,1,129,100,173,23.71424487365782
593,0,169,144,123,9.459253063700471
594,0,103,169,117,-38.95525142698343
595,1,136,147,125,-6.135927023536956
596,1,194,173,187,12.788017591912649
597,0,156,153,158,3.5862382918018816
598,1,140,127,109,5.013513903412798
599,0,154,116,174,26.04942641666044
600,0,199,127,148,38.67497880099284
601,1,171,123,116,23.289869936626012
602,0,199,176,194,13.672002446640453
603,1,115,116,102,0.14964790705630215
604,1,162,141,166,14.08179830956213
605,0,106,118,148,-3.190798715644794
606,1,142,167,127,-16.499659611676062
607,0,181,169,149,4.955299323519498
608,0,162,127,118,16.15243578990757
609,0,172,179,161,-5.179672617750353
610,0,196,149,115,19.30765562792474
611,1,185,199,145,-11.71186019105776
612,1,165,177,118,-10.338608822762561
613,1,172,134,106,16.42308682174672
614,1,176,138,194,26.83506866066964
615,1,198,193,108,-3.913452399956504
616,1,110,189,173,-40.26618726894433
617,1,127,107,180,18.168451004888087
618,0,106,161,100,-34.25925054376823
619,1,172,168,127,-0.3235639486035229
620,1,168,116,173,33.86360791993185
621,0,104,189,136,-48.155661669223356
622,0,196,133,141,33.86293009533558
623,1,196,161,134,16.00468326038922
624,0,146,127,159,13.342772604089063
625,0,102,156,175,-23.967395590572007
626,1,170,122,188,31.6493319951784
627,1,134,103,182,23.178508675826684
628,0,149,180,113,-22.634425981650306
629,1,192,116,159,44.15961853281568
630,0,197,178,139,6.1842957968652135
631,0,111,142,130,-16.356828918084787
632,0,161,170,158,-6.689439499395925
633,1,188,119,108,33.75073313093407
634,0,170,141,178,18.030619725198
635,0,174,145,147,13.526369164865
636,0,163,137,149,13.052243412621628
637,0,126,156,169,-13.936885414894629
638,1,117,160,154,-22.65266217856246
639,1,106,193,161,-45.85405974723912
640,1,150,106,133,25.91392235308319
641,0,122,138,100,-14.700628816551951
642,0,117,106,195,14.416521904487007
643,0,115,198,158,-46.57478231877806
644,1,124,167,160,-22.72597905206395
645,0,161,193,119,-24.532474410963484
646,0,160,103,190,37.491150553719066
647,1,144,187,163,-22.89584534068497
648,1,159,170,187,-2.689980314303418
649,0,166,161,139,-0.2628078294579741
650,1,168,110,126,31.01254616626071
651,0,160,149,156,6.370555006217365
652,1,168,140,173,19.43384981569255
653,0,157,103,152,32.142699029473484
654,1,188,109,151,44.683697738659255
655,1,145,161,179,-6.006812998868883
656,1,162,190,108,-22.613741400959935
657,0,198,142,139,26.850497243451155
658,1,100,191,158,-48.72351542093306
659,1,172,160,106,0.3611327244021936
660,0,160,175,179,-6.533532810604343
661,0,152,188,130,-25.049820166080792
662,0,144,101,129,23.26184642475822
663,0,147,196,190,-23.84865307786069
664,1,173,188,152,-10.110498958492322
665,1,173,163,146,4.042579950604189
666,1,130,198,171,-34.74491759908577
667,1,147,168,115,-14.839976824729067
668,0,128,152,147,-12.632883470201287
669,1,188,113,199,48.92364325631675
670,0,124,176,165,-26.33405888568439
671,1,126,192,185,-31.954285235908838
672,1,147,185,155,-22.226976623272936
673,1,115,113,163,7.339850925141599
674,0,122,186,119,-39.29690948863867
675,0,185,140,185,25.72372298638655
676,0,121,164,102,-28.52412753021299
677,0,162,148,125,3.89070443543036
678,0,195,154,164,19.642244576846643
679,0,199,150,103,19.303426225746374
680,0,151,128,111,11.15051952932077
681,0,138,186,113,-31.3610485652844
682,1,138,134,172,6.797945156914252
683,0,171,111,173,35.1405789735695
684,0,144,112,126,16.32897378365098
685,0,130,131,114,-3.143123831404967
686,0,108,112,100,-3.2773077554677976
687,1,147,118,175,21.37483143649577
688,1,106,152,151,-21.11645743476017
689,0,161,144,182,13.717716279740047
690,1,145,172,106,-18.395805460993355
691,0,117,143,185,-8.869817855939168
692,0,187,173,139,2.7243478939199646
693,1,104,184,158,-42.16691763934433
694,1,143,103,183,28.884615025075675
695,0,186,199,134,-12.879418691478476
696,1,186,119,110,32.10973679631273
697,0,141,198,105,-38.94194527624
698,0,176,112,148,35.48266616984139
699,1,143,191,115,-32.25869509143389
700,1,150,192,119,-28.104431662877374
701,1,194,181,141,2.3530125281839087
702,1,158,157,199,5.533892950297244
703,1,166,120,178,29.30882315148668
704,0,184,189,187,-1.4707663186026652
705,1,133,130,132,2.0618222734000047
706,0,103,103,127,2.1373785763442754
707,1,193,173,135,7.478381577227618
708,1,130,198,198,-32.728321358023855
709,1,145,101,189,30.894015751023318
710,0,158,184,151,-14.939929182315282
711,0,197,197,118,-9.198505647824511
712,0,133,131,106,-2.490765992658367
713,1,184,164,102,4.593318439730073
714,1,126,122,168,9.27261491662685
715,1,101,153,143,-25.82613032276269
716,0,172,142,198,19.29076584885266
717,1,136,132,195,8.376241149454595
718,1,182,148,146,15.552348532062004
719,0,181,144,142,19.73902535905147
720,1,189,178,152,4.840087241186519
721,1,105,178,154,-38.61436727509512
722,1,119,178,194,-27.4475742012433
723,0,180,194,129,-13.350858210596067
724,1,178,174,188,4.008225224727633
725,0,139,165,157,-14.751539856348598
726,1,143,184,178,-20.7225172257504
727,1,136,185,153,-27.927437332919375
728,1,161,149,143,5.355495754790233
729,1,142,127,114,6.309550923620131
730,0,195,107,111,43.33588872046925
731,0,138,137,106,-2.002287770580517
732,1,199,173,164,12.409290356519303
733,1,166,132,115,15.102677189312203
734,1,115,170,108,-33.33437373180308
735,0,118,100,181,18.027332073291973
736,0,178,192,129,-11.65420217035161
737,0,135,179,101,-31.105422281169197
738,0,177,107,150,38.545784420467506
739,0,199,164,100,8.95571677944824
740,1,191,187,181,1.8772643996140865
741,0,120,156,122,-21.648742520983443
742,0,117,197,125,-46.33737448318661
743,0,182,193,147,-10.352279418283489
744,1,102,172,138,-37.4242768278473
745,0,181,108,111,36.05231598525562
746,0,102,198,159,-53.54040304923534
747,0,136,131,190,8.8610740699339
748,0,174,103,160,41.36260757654163
749,1,173,120,146,29.3901090704734
