,T,CrashRisk
111,1,-1.5058134991547476
112,1,-11.215536651018434
113,0,18.795350060837173
114,1,-8.885928280365706
115,1,31.34957438090606
116,1,24.341897108240214
117,0,0.4970609669590089
118,0,5.127885342570355
119,1,7.393535517284827
120,1,-6.828353154808168
121,1,7.229900869170129
122,0,-8.498722426655135
123,1,-19.78601839376514
124,1,17.404859542706316
125,1,-12.514426799658718
126,1,-16.409539768346207
127,1,-0.53255575884986
128,0,-49.71497481961759
129,0,-2.7349135097767463
130,0,-20.12332049282467
131,1,-9.726745657307934
132,0,-36.830182073656324
133,0,-3.9022232150916913
134,1,8.210822668499883
135,0,-13.014422364969775
136,1,-20.92106311328565
137,1,16.565578087449932
138,1,1.8685647553374483
139,0,44.96885871479638
140,1,-37.07069018522026
141,0,33.54587815893001
142,0,12.989000586173189
143,1,17.346643162977635
144,1,-46.84929196483538
145,0,4.343872902971738
146,0,29.264981823402884
147,1,12.718643277527605
148,1,23.128583949706442
149,1,12.195108071837057
150,0,-20.83975947628087
151,0,26.96651367149597
152,0,6.722185913533166
153,1,10.695139495333077
154,1,-28.114446877330153
155,1,-21.18400969309116
156,1,-23.305789398251978
157,1,2.094431105454271
158,0,-3.4829803707924083
159,0,-8.90958154019899
160,1,-10.450848394017315
161,1,22.174100717402563
162,0,-11.426936579270878
163,1,-33.60176519443395
164,0,29.516575299121207
165,0,41.401934661237576
166,0,6.344102459677595
167,0,-12.106488591652647
168,0,-5.6753522767810916
169,0,-6.748547972018395
170,1,-41.52815803339642
171,1,24.66541514757525
172,0,33.68604620350501
173,1,7.989048718491036
174,1,-45.870147279793656
175,0,-30.138399969101517
176,0,28.0398671127001
177,0,14.83154183429853
178,0,-18.465561148759637
179,0,13.685191374057538
180,0,19.686214725163868
181,0,26.51012057124167
182,0,-13.798681816337389
183,0,17.02321511168968
184,1,44.4052697793563
185,0,0.3715663242192309
186,0,-2.3376862675952457
187,0,12.665128428829036
188,0,33.56571627041577
189,1,4.492813941203881
190,1,30.66290965276981
191,0,37.608973804516886
192,0,-8.760176923390029
193,1,-19.249256927497978
194,0,30.697933234459775
195,0,34.66510144902169
196,0,19.420474431806717
197,0,-7.156246490107611
198,0,-39.27348202584281
199,0,7.325231693910006
200,0,13.68161587418861
201,0,-25.765780087885396
202,1,-15.870249027002455
203,0,21.346399914350947
204,1,-11.919068681213776
205,0,-29.608690683190737
206,1,19.743374672369622
207,1,17.29691561384911
208,1,-2.3989147284679015
209,1,-0.5114774221789642
210,0,20.963943294684334
211,0,13.30702036438988
212,1,-34.37206695177683
213,1,5.537977226765271
214,0,10.073824744936198
215,1,-12.941244473848743
216,0,20.29096642335624
217,1,-21.47664795216808
218,1,26.005280874920008
219,1,-7.413880759328967
220,0,-13.480283157642118
221,1,10.690562692289308
222,1,-0.15699662749144025
223,1,-1.35712465315732
224,0,25.489645208764493
225,1,-16.163082824534847
226,1,-2.555465783360384
227,0,2.2562991860732673
228,1,11.733550064980442
229,0,7.581701043998336
230,0,-11.279738979380475
231,0,-32.36753174570677
232,0,-18.74342374136386
233,1,-2.338268716634645
234,0,30.832611565045983
235,0,-11.79550383744951
236,1,-44.39270772812626
237,1,19.967862594378772
238,0,-7.980351329787338
239,1,-37.12321671300284
240,1,-37.18626021844308
241,0,-37.91547977082009
242,1,-12.757258164954319
243,1,-49.09140384301691
244,0,13.345601493951687
245,0,4.4220187628300005
246,1,-0.2992370879739596
247,0,-9.155054647010669
248,0,35.656272291421125
249,0,-5.187693206254318
250,0,6.274704315927344
251,1,37.372135013206794
252,0,-15.866303181311636
253,0,-15.981465333498367
254,0,9.417535979770882
255,0,-23.086919402196582
256,0,-8.488544194039187
257,0,-36.29003119321865
258,0,-28.554939621562053
259,0,19.49093184342659
260,1,-5.969285542672847
261,0,-20.15535341086817
262,1,30.54118407694984
263,1,12.64256106311727
264,1,-8.607933341087014
265,0,-52.09474436296753
266,1,-23.21364499860774
267,0,2.1344566455487035
268,0,-24.98376227555806
269,0,36.667573577993934
270,0,11.062164055576433
271,1,-14.743839529675594
272,1,-20.51613669175845
273,0,17.118036404278435
274,1,-0.4889124627814674
275,0,24.957696435370316
276,0,-6.232461936248985
277,1,-20.534885134170064
278,0,7.556094843282575
279,1,29.691298301761414
280,0,5.317532513315963
281,1,18.65524132563175
282,1,38.98018065868958
283,1,-25.98342921927102
284,1,15.846625366561327
285,1,-20.863940844454497
286,1,-51.63942788738755
287,0,-25.289960945423363
288,1,11.310578931286567
289,0,49.18387277934685
290,1,19.710345349523894
291,0,7.851111735194431
292,0,8.011437892693365
293,0,-12.2305001932186
294,1,2.370865204367892
295,1,33.37587876936657
296,1,-20.692259998650023
297,0,-6.6424725369323045
298,1,-24.53598141902332
299,0,-2.9385623567550194
300,1,-9.683918283516832
301,1,-14.263225395671427
302,0,16.370207233816398
303,0,19.720500301950167
304,0,13.076797563566371
305,1,-18.724429775648208
306,1,42.58152432592978
307,1,-5.140766091619886
308,1,23.570570704120605
309,0,22.273184827373342
310,1,5.345731263313448
311,1,-2.2523924038572614
312,1,16.70918107169239
313,1,-21.78317767936024
314,0,-44.62571932084026
315,1,-4.122377029909966
316,1,-19.30558651185274
317,0,-39.66024921630333
318,0,17.0166656531316
319,0,15.429205711021037
320,1,-49.56353333314871
321,1,-15.927561912724123
322,0,13.143437263632869
323,1,41.17738575657947
324,0,29.794987226267395
325,0,6.970041052961129
326,0,-14.65511965712054
327,0,-15.714616924820069
328,0,0.1907721332012876
329,0,-7.168904393366421
330,0,-34.51567604183392
331,1,12.082080210561159
332,1,-3.329352258006625
333,1,-28.455486039612648
334,1,-4.76423050229616
335,0,-17.808192767857726
336,0,-11.889319552357247
337,1,-20.297296198101073
338,1,29.942042118006974
339,1,5.313714890182298
340,0,-1.619538811132363
341,0,-14.831953718306934
342,0,11.642906007293867
343,1,-16.34523338721438
344,1,-22.47323148915184
345,1,-26.860601553656934
346,1,-5.225114826740006
347,1,-31.0071171115618
348,1,21.421899639342165
349,0,-38.846000774446864
350,0,-12.179111274561945
351,0,23.04200550555344
352,1,12.596053567614828
353,0,10.081688402072864
354,0,-13.719445168787662
355,0,-21.855194861161337
356,0,-3.313364467351877
357,0,1.6827927493514212
358,0,-0.10457458772378053
359,0,-29.844264916799133
360,1,-21.85641541404855
361,1,6.599039754282938
362,1,-36.08412915379322
363,0,7.093505256775577
364,1,35.772447991382464
365,0,-24.225197422073308
366,1,11.733489801763174
367,0,-0.8642165524586316
368,1,26.655676164849037
369,0,9.32312457786951
370,0,17.09845296473939
371,0,9.614684717184858
372,1,46.622839352638
373,0,-26.382617500342693
374,1,2.993316242580881
375,1,-3.379704266115902
376,1,1.5726631720191668
377,1,36.39834939076749
378,1,11.460233721446084
379,1,-0.43468273349844283
380,0,-7.113632847220082
381,0,-22.97213368203873
382,0,42.76120173161707
383,1,27.4681745681877
384,1,-2.636919665464789
385,0,35.05363641654017
386,0,36.88520202648617
387,0,-22.364025038391933
388,1,27.180319285139472
389,1,27.39454889079521
390,0,26.017260386675535
391,0,26.063316575843558
392,1,27.025780696663592
393,0,-34.95644612753941
394,1,43.31086102387067
395,0,-15.178583017032421
396,1,-9.631024967188878
397,1,33.50597167938395
398,0,-15.715981534433553
399,0,8.921790893668426
400,0,-0.8297545539696957
401,0,20.65212673355036
402,0,-16.526475137293655
403,1,24.081714528836084
404,1,-0.8737483838816876
405,1,-12.932243115297974
406,0,-43.163805816204096
407,0,-5.173918567350204
408,1,19.273154840850385
409,1,20.6202400664601
410,0,-10.666883809354907
411,1,-27.64975737835585
412,0,27.745060953583483
413,0,37.335525833068864
414,1,1.3421886141273005
415,1,12.928118907749111
416,1,-20.73181891150688
417,0,-31.36323926954217
418,0,-19.761602266744433
419,1,15.970609116998297
420,0,-14.6576575412132
421,1,-13.649352572356372
422,1,-29.996724174963692
423,1,-15.003746259685897
424,0,15.100084076512337
425,0,16.03495713758051
426,1,7.544111087430898
427,1,22.93960790561424
428,0,19.26893102909003
429,0,-7.937641135144494
430,0,2.0682649146019845
431,0,-18.019689478197726
432,0,-13.063492296303712
433,0,19.197865622381933
434,1,2.0755943007289863
435,1,-4.639357832005781
436,1,10.629816061285815
437,1,17.925951888459768
438,0,-3.195619516958981
439,1,9.96457129389774
440,1,4.748133320863994
441,0,48.857499946124456
442,1,51.28992188167675
443,1,11.84450387324555
444,1,7.438930912177938
445,0,14.686664416172697
446,0,-6.211286063157539
447,1,-7.7712743590199835
448,0,44.54951321308758
449,0,-21.389214512942115
450,0,-29.083437832218884
451,0,-0.2506402983604731
452,0,18.2523170576324
453,1,-27.041793128668797
454,1,-4.3503143953214245
455,0,40.70250817460057
456,0,-4.968899872370109
457,1,-3.2583447742231577
458,0,-18.081825526073285
459,1,-34.22014845502611
460,1,5.245327798742605
461,1,-9.567196178384552
462,1,-20.57750146114654
463,0,-4.875495666811619
464,1,-48.271957706189205
465,0,14.075772835069188
466,0,5.903460404474927
467,0,8.263866279520268
468,1,-11.584399321463398
469,1,-27.758548517987798
470,0,10.948773126822633
471,1,-41.55571140051384
472,0,3.4371557728645183
473,0,-27.979214734675093
474,1,-23.4674426022166
475,0,11.04156029542804
476,1,-1.3116430849010734
477,1,4.551274791446057
478,1,-3.65461904518387
479,1,2.023459271591851
480,0,9.825511931449027
481,0,-42.60867086844843
482,0,39.01474080669762
483,1,-9.905075116546765
484,0,36.804804353229905
485,1,-6.618542733993284
486,0,3.2505873983113305
487,1,-17.19300977086626
488,0,4.435597200893835
489,1,-30.06455838371167
490,0,21.823214793055595
491,0,23.046389331415792
492,0,12.653635055799958
493,1,41.30784457558555
494,0,45.44501721388886
495,0,-22.64688878732544
496,0,-30.531641693593205
497,1,13.12282092232521
498,0,-6.118591615553369
499,1,-16.780369511984134
500,0,-28.905014478259083
501,1,-16.30615394162861
502,1,-11.097964162144956
503,1,-15.272081343038835
504,0,-3.388194506672176
505,0,10.598615413247215
506,0,-20.285101595844612
507,0,-7.661189613846339
508,0,1.4627206787342653
509,0,-4.523195053524221
510,1,-6.338146437821838
511,0,4.83690871195532
512,0,12.539020344515803
513,1,-36.17586475657542
514,0,13.913960319066561
515,0,-10.425857975276056
516,0,35.5199448058149
517,1,-9.950756541667646
518,1,-47.861232497720415
519,0,-13.706947032718462
520,0,37.972172581075355
521,1,-7.722947851518897
522,0,-1.528724984926258
523,1,-16.37940309270629
524,1,4.710806500116318
525,1,34.50380811020117
526,0,17.536503012144593
527,1,20.089743892326723
528,0,-0.16369890969311252
529,1,-35.22264975749576
530,0,1.9437934122660994
531,0,16.07301300142984
532,0,-7.53809728193327
533,0,9.630768869679843
534,1,22.05626536885325
535,1,-15.297513216477864
536,1,35.616853587138536
537,0,14.904115788162516
538,1,1.4910748161737868
539,1,-30.13248449503367
540,0,-4.562350027223037
541,0,21.408087194627235
542,0,-27.719451387770988
543,1,-15.754936233759691
544,0,-34.47379189867446
545,1,17.322079560902495
546,1,15.588504922654257
547,0,2.9874984153562063
548,1,32.57182537556985
549,1,16.167528415430603
550,1,8.198336884865594
551,1,17.058203820339447
552,0,-40.176993005408086
553,0,-14.18420724116598
554,0,35.096969142364784
555,0,1.6618331276331704
556,1,18.349804186952955
557,0,14.661660444131142
558,1,30.135805954482073
559,1,-26.034562506197652
560,1,14.663070207418093
561,1,-14.975453925444763
562,1,12.564552378003848
563,0,-38.09875656546789
564,0,-5.02259573323885
565,0,1.5572529445797
566,0,-14.168724190779075
567,0,30.589484659576765
568,1,-7.271311125185964
569,0,3.2959201863553913
570,0,-17.85699704919526
571,0,-15.476031900162647
572,1,-46.847485662078064
573,0,16.0963925550953
574,1,-14.501438357388553
575,0,-14.574761349052409
576,1,18.842422444454535
577,1,51.399503572630735
578,0,32.64652878788931
579,0,-36.85825230517941
580,1,-1.7767292690585093
581,0,10.45028426159281
582,0,-25.476981995940694
583,0,-13.636208967164663
584,1,33.90450927297608
585,1,11.63314662979731
586,1,36.44457621558334
587,0,-18.460108799768182
588,0,41.79213446532179
589,0,2.7754778259481747
590,1,21.859085260809923
591,0,-31.98103192857531
592,1,-9.484000791418536
593,0,26.37041926119299
594,1,-21.240406107436016
595,0,20.59342046137834
596,1,10.366661495796702
597,0,-4.6231650967390925
598,0,19.259731183394507
599,0,1.5143411630214496
600,0,14.58247407391762
601,0,9.629844263838963
602,0,-18.987638417087762
603,1,21.66823207612782
604,0,-16.763430227143527
605,1,-34.962669755166964
606,1,-28.946648370017744
607,1,15.362804209593037
608,0,11.969191648637198
609,1,25.308810155348688
610,0,41.57958745661398
611,1,2.8937478554788756
612,0,-5.045131810068509
613,1,18.419658737934725
614,0,14.88779098527469
615,1,16.244851049635137
616,0,1.9718031094236588
617,1,32.03177247992126
618,1,31.83882210586801
619,0,-24.567496683442265
620,0,-49.65115982973204
621,1,19.375876410218275
622,0,1.1102635705015134
623,0,-14.045798349513792
624,1,21.807690994794655
625,1,-4.133048456756238
626,0,9.166750801664893
627,1,-6.079508972518306
628,1,-4.120912549289656
629,1,-0.6045471932733611
630,0,-27.967552186726873
631,1,-7.715271902057018
632,1,8.158231002468
633,1,-9.76457800670508
634,0,8.406852086161622
635,0,20.112607689856894
636,1,16.931335929102513
637,0,-26.614662986119203
638,1,5.202437413184396
639,0,-5.606196524493284
640,1,12.203080738166298
641,1,10.424846743266723
642,1,-40.93497817603014
643,1,-25.46585775556135
644,0,-23.864556969683523
645,0,-7.683847658478326
646,1,13.597824012716135
647,0,-24.231978490851667
648,0,-20.195669913847407
649,0,45.00485849272481
650,1,12.227060026788555
651,1,2.0372039406667684
652,0,8.899597995951519
653,0,-17.717266819915615
654,0,9.925466966173554
655,1,6.895645252539661
656,0,-22.74792702801284
657,1,-4.528228928671963
658,1,-22.244333812776976
659,1,24.088204208425395
660,1,22.52649051927151
661,0,6.526489903340582
662,0,-12.232372419465205
663,0,19.42066002247408
664,0,1.8496011111067094
665,1,52.52835503872977
666,1,2.3661600115743724
667,1,8.460510120777744
668,1,-32.5642454484686
669,0,0.42361735734238337
670,0,10.225281753046158
671,0,-32.106882530528274
672,1,-1.0204606445581494
673,1,-18.72482270046562
674,1,0.7351375547485215
675,0,32.52873774614872
676,0,31.05675670122101
677,0,44.62287362282437
678,1,-11.039094902665148
679,0,-39.39575141753003
680,1,1.1838187769238653
681,0,2.624825110475706
682,1,9.755904729930018
683,1,-36.06746890392277
684,0,36.212089325022944
685,0,34.979372801169404
686,0,44.68906052171182
687,1,16.720535399825813
688,0,-16.493280999712887
689,0,-13.163139315110651
690,0,18.6430448674712
691,1,-43.26342166045647
692,0,-28.876146554855563
693,1,17.31924385775976
694,0,20.531073757857058
695,1,-25.60095012688004
696,1,-48.170823725188036
697,1,-13.799742667013241
698,0,-47.5182161613837
699,1,-9.859380085864172
700,0,-21.346134358729202
701,0,-17.944496711779514
702,1,40.482760524128224
703,0,-11.906524284864792
704,1,-43.64431221133951
705,1,-10.9522650241746
706,1,-11.960062494383777
707,0,-8.04220891484738
708,1,0.5409837155920236
709,1,17.302762498862055
710,1,10.926694695306997
711,0,-1.6393495297773701
712,0,-0.24818920092410168
713,1,-19.586486333451397
714,1,41.25674653653358
715,1,1.790307183611072
716,1,24.310446450352416
717,1,8.293155328423147
718,0,24.22583441144891
719,0,9.220255307447328
720,1,13.866601912557119
721,1,-17.257112097833883
722,1,-35.07177148984298
723,0,-24.729846880752742
724,1,-11.153314165356598
725,0,-0.42270323655967107
726,0,-20.539771090768767
727,1,50.779690513337535
728,1,34.59169112236811
729,0,28.88020070507503
730,0,-19.205212795398353
731,1,-0.9135128819736142
732,1,-16.767511990124348
733,1,16.630568899538837
734,0,-8.07814545730695
735,1,14.68008190071432
736,0,31.23969088177613
737,0,-1.837841319204454
738,0,4.927395805723641
739,1,34.31367458277598
740,1,-49.243822692224626
741,0,1.3688171831069464
742,1,-1.1135813660871492
743,1,33.21281745698746
744,1,-27.21431359118101
745,0,-16.857372158524363
746,0,-22.389381526598747
747,0,-7.771979160387213
748,0,-42.84512319738997
749,1,26.661068547232905
750,0,-15.68936953054399
751,1,54.56510156523785
752,0,-7.574120082397985
753,1,44.32832839723343
754,0,26.293902354562707
755,0,12.21620882315396
756,0,-8.162578986836722
757,0,-10.253452099544292
758,1,-38.566291444917354
759,1,-3.180555171085969
760,0,14.492104876041182
761,1,35.510850035640615
762,1,3.7002268561175287
763,1,0.44188953840056144
764,1,15.163405370716042
765,0,-28.36991813332508
766,1,2.745412006846696
767,0,2.882990358432898
768,1,44.89666748308775
769,0,1.9238413974620276
770,1,4.213532324939381
771,1,52.37031985451459
772,0,-2.495285052910684
773,1,29.957144471010423
774,1,7.068892703581285
775,0,37.25224448276835
776,1,-13.140568199672044
777,0,-12.423829338555215
778,1,-25.700443713627088
779,0,-27.640789301299908
780,1,-35.079474183921604
781,1,21.74688663206206
782,0,-29.400958608072706
783,1,23.24769281169289
784,1,-28.472965215386463
785,1,-37.00015444932263
786,1,-20.863392067887553
787,1,-11.376540100930479
788,1,8.28139547784001
789,0,-46.91887111093996
790,0,16.23685519812196
791,0,18.805220158588103
792,1,-21.518215970461274
793,0,32.01017264029235
794,1,23.576174315312898
795,0,-11.395141078972253
796,1,-14.782383702821864
797,1,19.68007373381764
798,0,16.336746745887798
799,0,5.761841028411842
800,0,11.389866153337616
801,1,-13.285481127881873
802,0,1.5988818979721433
803,0,20.141830908293162
804,0,-23.503546775551428
805,1,7.703546321375068
806,1,-4.00469295260528
807,0,-17.17948269199207
808,0,47.21783520041776
809,0,1.2624816070782379
810,1,-4.940670325034109
811,1,8.440783104745515
812,1,31.70628330682329
813,0,-17.523347328820392
814,0,22.056975229586815
815,1,-5.999649300687302
816,1,-16.661113773088136
817,0,41.38452906430611
818,1,-21.18694232119793
819,0,-7.612473220644887
820,1,7.379180495531648
821,1,-31.750369935420043
822,1,-47.68817358737332
823,1,18.49414106220904
824,1,29.571930714491643
825,1,32.10723373889177
826,0,-37.22426715585585
827,1,16.04307030276991
828,1,8.196241728911255
829,0,35.99482331848346
830,1,7.230911487307424
831,1,-19.752798900101933
832,1,-29.863832727130134
833,1,19.252489078731454
834,1,22.210779833919837
835,1,12.653170367699015
836,1,2.5180304112380494
837,0,-0.6452480904482338
838,0,11.71673575273845
839,0,-16.69043128904307
840,0,8.074910989067048
841,1,8.658236775301832
842,0,2.666332559912476
843,0,-10.262554003449623
844,0,19.585412857492567
845,0,-20.78198522635564
846,0,22.288800467595564
847,0,44.80840435188133
848,1,6.931306556424438
849,0,3.467775272929676
850,0,-15.756070709652624
851,1,-4.490411022572037
852,0,-9.024903690859542
853,0,7.5163177056151875
854,1,33.118917481685706
855,1,29.849677774025405
856,1,7.670451343980964
857,0,10.587727601626536
858,1,-26.304337080597023
859,1,14.15154484514353
860,0,4.036117128769244
861,0,19.435876505438912
862,0,-7.158294971753954
863,0,-35.82249576872823
864,0,21.481356106111836
865,0,21.85109517425892
866,0,9.60207309726317
867,1,2.5719706295692286
868,1,-9.865951790089676
869,1,17.549497880443127
870,0,1.0038182514840606
871,0,-11.725319506204968
872,1,48.849357638158914
873,0,-21.552077328417035
874,1,13.605718018904252
875,0,-4.031504882165386
876,1,31.848029104448035
877,0,24.050426384479323
878,1,-38.780295650315665
879,0,6.84384169135655
880,0,-44.67686531882585
881,0,16.99381224446964
882,1,-5.238380121586919
883,0,16.000617784245943
884,1,-10.8934978121688
885,0,-37.04924169809421
886,0,30.234302562554312
887,0,-2.9200379750612164
888,1,27.266305802061275
889,1,-12.4835602928339
890,0,-31.600312111515027
891,1,-45.06707223409676
892,0,-11.809714525269833
893,0,25.49699531831841
894,0,30.747325472933515
895,1,23.79185954007749
896,0,24.2217665486852
897,0,-19.322024177868904
898,1,-42.70182164140935
899,1,-5.474817870505857
900,0,-46.06808268161462
901,0,-41.20812741452463
902,1,35.787783393066775
903,0,-6.820397885072482
904,0,7.926455253025583
905,1,31.99916187245952
906,1,-35.48488620531019
907,1,-28.995612062810494
908,1,3.4684090805548187
909,0,-9.209493141426456
910,1,-24.48145529566983
911,0,30.17997508255316
912,0,-12.635885839471191
913,1,23.71099602330771
914,0,-15.633592512802458
915,0,-31.81909477917979
916,1,28.52341523507952
917,1,-10.349417213998084
918,0,23.163340389735772
919,0,46.70324400930287
920,0,22.2672652849856
921,0,1.789177524148787
922,0,1.1256409526538182
923,1,-19.016964804777338
924,1,26.894276723783165
925,1,-16.839043067534213
926,1,-31.925331111002386
927,1,8.650323862387586
928,1,-7.602511352029549
929,0,-31.36499669836071
930,1,-1.8033247795935863
931,1,25.512085592546743
932,1,17.505492625208664
933,0,-8.37529635968075
934,1,-7.966323485837699
935,1,25.83028554068151
936,0,2.4104833707697453
937,1,-29.578563418892756
938,1,-4.54412601441582
939,1,-24.3344987173534
940,0,-34.5297669936434
941,1,9.55224520204864
942,1,-3.439163699646862
943,1,-6.776338498025363
944,0,13.854019821870317
945,1,16.086084218482597
946,1,-34.22620419354275
947,0,23.96589756712936
948,0,36.614243308410245
949,0,3.979491916844653
950,0,6.857207912226048
951,1,-13.69955772189722
952,1,32.44137355229877
953,0,20.554347619729196
954,0,-25.021126901196116
955,0,-7.58909402795181
956,0,-0.07973820390350062
957,0,23.713089986054815
958,0,0.9814556710656683
959,0,-13.47270397597374
960,1,-5.641508253467607
961,0,-10.715802024729594
962,0,-45.92185488958596
963,1,19.586696348774392
964,0,2.224932699061193
965,1,15.253303963331478
966,1,28.6362549690001
967,1,-14.557822097040557
968,1,-8.663597777095575
969,0,-9.153988714381455
970,1,16.243673869241977
971,1,15.579369303626839
972,1,-26.9470578936958
973,1,-21.39903234095706
974,1,17.825396076014286
975,1,-15.151344012388051
976,0,6.28124810287244
977,1,22.602364456172054
978,0,5.337521739250602
979,0,26.28870600892232
980,0,0.5624449411418275
981,1,20.210435807518703
982,0,-3.3703833904330867
983,0,2.2546682760019356
984,0,23.458496542891584
985,0,26.51259629821767
986,0,-4.440942276186007
987,0,10.445450397044123
988,1,-23.157361888919947
989,0,-31.24596346438924
990,0,30.329874796990275
991,1,-23.001724518888505
992,1,24.775121966660578
993,1,2.1407421942278937
994,1,1.3887723984652587
995,1,-2.114944859810676
996,0,0.3424549561172693
997,0,-17.47945001481632
998,1,-5.7785247214848425
999,1,-13.546031532747225
