,T,Conf,Vol,Size,Lev,CrashRisk
219,0.17,17,156,187,175,-16.290936647722333
220,0.54,54,112,169,139,-33.447219105349454
221,0.0,12,170,191,102,-18.295501915580957
222,0.93,93,168,164,111,-3.4038430186679878
223,0.0,33,169,177,180,-2.6676650363361754
224,0.0,1,110,107,177,8.633361303180884
225,0.0,20,139,152,131,-8.264368388143787
226,0.34,34,122,160,129,-22.53269643169468
227,0.0,69,131,139,112,-6.964409312170656
228,0.1,10,154,106,127,27.160313413402037
229,0.5,50,146,189,152,-24.00375170280972
230,0.41000000000000003,41,172,198,160,-15.46998533618525
231,0.0,68,157,125,111,16.11265708748037
232,0.6900000000000001,69,179,153,193,19.242504070747422
233,0.0,39,121,184,135,-36.14635035973142
234,0.0,88,127,166,173,-20.02834857427869
235,0.0,90,166,194,163,-15.618672004073794
236,0.0,93,189,147,163,24.36874666804377
237,0.0,89,118,133,132,-5.330797230437037
238,0.0,15,134,192,195,-24.451415764897426
239,0.0,3,164,136,115,13.038490535858402
240,0.21,21,111,132,176,-6.134360026487561
241,0.0,47,163,174,111,-10.410132469733341
242,0.0,38,131,199,175,-37.11296942959269
243,0.36,36,112,187,120,-43.14862206652172
244,0.0,65,146,183,115,-25.451997057716195
245,0.52,52,100,135,115,-19.023804155546845
246,0.61,61,108,104,168,6.344053820676482
247,0.88,88,144,125,182,15.835284857984771
248,0.39,39,178,121,184,34.01082021338704
249,0.0,28,135,104,124,17.995332315200496
250,0.0,91,113,155,131,-23.048552350371963
251,0.14,14,180,104,178,44.71806957710036
252,0.59,59,138,159,123,-14.235376371196281
253,0.09,9,173,103,133,39.50751526999349
254,0.4,40,163,178,139,-10.746135538192814
255,0.0,49,132,153,170,-8.317633304618305
256,0.2,20,170,121,113,22.551894441053307
257,0.35000000000000003,35,159,109,104,26.12281017956567
258,0.38,38,163,110,191,33.931974281447054
259,0.0,99,167,103,152,38.83295445663078
260,0.0,82,199,138,168,34.08943940861151
261,0.99,99,112,177,193,-31.07144835198557
262,0.0,88,124,160,127,-21.80935734562735
263,0.89,89,196,173,166,10.63500996432618
264,0.26,26,104,188,182,-44.067258673020525
265,0.47000000000000003,47,166,137,188,19.791521439494446
266,0.0,99,102,116,101,-6.444768734817373
267,0.0,61,100,120,177,-5.202349325237998
268,0.0,55,186,118,149,37.89162099535043
269,0.0,67,109,126,164,-3.608273945519699
270,0.0,62,173,127,114,23.055216226362376
271,0.9500000000000001,95,129,114,190,16.837214317877716
272,0.25,25,147,105,159,27.306407978335752
273,0.0,77,129,133,157,0.22963953227946823
274,0.0,32,164,111,137,28.207954518712164
275,0.84,84,128,163,122,-21.158759880477934
276,0.0,22,185,131,148,27.050908014653277
277,0.0,31,163,142,139,10.430877234037254
278,0.0,14,163,107,185,37.406043969264076
279,0.0,4,180,188,157,-7.125224181486614
280,0.0,75,149,148,162,1.8637265594046273
281,0.0,76,177,108,198,44.46776209027306
282,0.14,14,175,104,128,38.15261355457534
283,0.0,85,112,113,170,3.621236249098987
284,0.0,44,161,144,169,10.007540725714307
285,0.0,50,158,109,133,27.140731811472182
286,0.0,39,115,145,143,-13.84354312781878
287,0.0,75,121,167,138,-26.74932456224646
288,0.0,12,149,111,178,25.187336123242396
289,0.68,68,135,155,121,-12.63514397653645
290,0.0,66,127,105,148,16.2877349922873
291,0.0,34,101,182,143,-46.074953464880515
292,0.07,7,116,195,146,-44.82959614447376
293,0.76,76,136,106,191,22.778515133204504
294,0.88,88,102,158,188,-24.74219933457383
295,0.0,1,160,114,184,31.167861016415845
296,0.85,85,125,164,199,-16.512938072197517
297,0.0,80,134,149,124,-8.076616770170766
298,0.8200000000000001,82,169,124,156,27.8077227410901
299,0.0,9,106,148,176,-17.86374535996267
300,0.99,99,132,105,199,22.773492327722256
301,0.14,14,198,196,160,-3.4853863461329295
302,0.0,7,167,130,184,22.282761095719977
303,0.0,79,102,104,133,3.0006302360251063
304,0.67,67,173,180,184,-2.6986870225395645
305,0.0,58,176,140,132,16.8850388318963
306,0.16,16,127,136,186,1.0281871628861474
307,0.27,27,180,110,167,41.12178898675084
308,0.66,66,129,141,192,-1.293279102340636
309,0.0,66,190,166,114,6.6373242589405566
310,0.0,39,106,136,119,-18.530050083626005
311,0.0,16,135,174,199,-16.47926886633101
312,0.1,10,148,148,120,-2.5261176541501302
313,0.0,12,147,121,117,12.99643665701352
314,0.0,14,112,141,170,-9.671399745397448
315,0.0,5,153,184,148,-20.197848357620828
316,0.0,82,146,164,168,-6.55536263742596
317,0.98,98,143,170,134,-16.034543459648887
318,0.58,58,126,131,131,-2.5662414221895253
319,0.0,58,190,121,148,36.190259326656225
320,0.0,75,189,128,110,28.90730566209756
321,0.67,67,195,132,191,36.74554414589355
322,0.0,82,139,126,197,12.69384555103638
323,0.0,20,177,147,156,16.218399993680627
324,0.0,48,130,176,179,-23.689236045781712
325,0.0,53,174,141,108,12.630414579437387
326,0.0,99,139,153,100,-13.258242890884667
327,0.58,58,107,118,143,-4.761517989915273
328,0.5,50,108,157,188,-20.804446818374768
329,0.4,40,164,134,144,15.783234509031816
330,0.0,11,145,148,186,3.482619563435282
331,0.8300000000000001,83,180,173,151,2.2312339663811667
332,0.47000000000000003,47,134,190,192,-26.531240439869812
333,0.46,46,144,178,166,-16.76571378165365
334,0.65,65,131,182,168,-26.05898128534092
335,0.42,42,173,112,188,37.79186708159302
336,0.0,36,182,195,155,-9.559616383174646
337,0.0,33,134,170,126,-20.89591838421406
338,0.0,49,119,141,122,-12.98322948923332
339,0.81,81,159,185,155,-15.976482335814458
340,0.79,79,185,124,180,37.08623871433259
341,0.16,16,110,136,108,-15.446711131350664
342,0.0,6,152,187,103,-27.16163353737548
343,0.0,62,179,104,150,41.830468787446875
344,0.0,85,159,183,158,-15.256583129313233
345,0.0,87,199,152,183,25.970675686794785
346,0.13,13,188,144,186,24.48650020125467
347,0.18,18,151,181,101,-23.58762717425712
348,0.84,84,134,181,162,-26.0026163482056
349,0.0,66,133,192,151,-34.15433142840452
350,0.74,74,174,186,136,-10.359356868232092
351,0.0,93,101,150,163,-23.322375617534114
352,0.36,36,123,136,184,-0.9988250632194002
353,0.36,36,102,119,146,-6.159224626983091
354,0.08,8,144,145,149,-0.6274277379073168
355,0.04,4,138,101,107,19.00371585440707
356,0.0,8,186,167,110,3.9031282401687646
357,0.0,11,196,154,194,26.025837044750826
358,0.77,77,151,106,176,31.90122401157005
359,0.0,30,120,147,163,-10.073636098949002
360,0.9,90,104,102,199,11.801100082084801
361,0.8,80,186,168,118,4.0869071504093535
362,0.0,16,167,120,167,27.66301212650485
363,0.0,44,149,178,142,-19.115114081979108
364,0.49,49,114,157,132,-26.55641007577257
365,0.0,9,184,190,190,-5.271447184345986
366,0.34,34,124,169,141,-25.675476961615487
367,0.0,66,169,151,199,14.467882037696565
368,0.6900000000000001,69,150,197,120,-29.481882524571304
369,0.24,24,157,151,100,-2.144611719287446
370,0.0,54,163,181,144,-10.460330826751777
371,0.62,62,155,106,104,24.1430307620191
372,0.0,18,131,171,122,-26.86719634823562
373,0.0,55,175,112,161,35.682566912426914
374,0.9500000000000001,95,113,156,156,-18.053098258650877
375,0.8,80,157,164,147,-4.203316922084769
376,0.0,55,106,171,187,-30.26465254240026
377,0.0,47,115,168,185,-23.877725379954878
378,0.33,33,125,174,131,-27.06518651741428
379,0.67,67,106,162,139,-32.12130005746402
380,0.0,77,189,136,187,31.371572850314447
381,0.0,90,173,178,174,-1.1280472123191916
382,0.0,29,139,118,153,11.978455331336713
383,0.05,5,199,110,132,46.07653527700338
384,0.8200000000000001,82,100,174,153,-37.72038451776359
385,0.02,2,179,103,133,42.94134585071389
386,0.0,75,149,106,166,27.235214456123842
387,0.0,59,109,177,166,-34.62273384679743
388,0.2,20,105,187,118,-46.90264515622751
389,0.71,71,151,120,137,17.119529185684957
390,0.0,49,160,169,111,-10.937130993295568
391,0.0,18,173,114,158,31.60211924705675
392,0.96,96,179,134,195,30.520787328651988
393,0.0,28,104,155,144,-26.113781258267068
394,0.59,59,116,147,130,-16.851915074517972
395,0.25,25,113,119,175,2.086291477576257
396,0.05,5,113,155,103,-24.787078819817477
397,0.9,90,101,112,198,4.083367106938316
398,0.68,68,156,128,117,14.858337602240162
399,0.2,20,166,164,171,2.2762599683158626
400,0.16,16,115,176,106,-35.96073063126266
401,0.0,32,184,193,176,-3.854841828415031
402,0.03,3,100,131,158,-12.531988476612927
403,0.0,58,138,113,136,15.367497939580131
404,0.79,79,147,112,187,23.44624485691226
405,0.0,8,161,188,181,-14.138642140391152
406,0.0,91,135,144,145,-5.0572298524865955
407,0.0,39,156,139,197,15.465657842738198
408,0.0,26,127,164,172,-17.763642944221484
409,0.0,85,151,143,160,6.306603139903902
410,0.0,50,156,163,114,-9.089819895444524
411,0.87,87,199,185,131,1.4992995841434387
412,0.0,4,196,134,165,36.81697640327453
413,0.39,39,143,131,103,3.6325339142202533
414,0.0,72,102,159,153,-27.764502215655686
415,0.88,88,174,187,120,-14.401906209186816
416,0.72,72,161,168,142,-3.358432188082323
417,0.0,28,187,185,111,-7.908732753737136
418,0.0,53,190,154,138,16.897104434402443
419,0.0,48,110,185,198,-35.39068698818383
420,0.38,38,133,135,117,-3.7976299578160795
421,0.01,1,108,198,199,-44.43345285693959
422,0.73,73,143,139,176,4.711142823520646
423,0.15,15,183,153,159,17.370463142969342
424,0.8,80,198,130,142,34.593823075634525
425,0.63,63,152,198,124,-31.748613638897407
426,0.0,52,163,186,137,-16.196858771527157
427,0.0,45,129,135,144,-0.9908015753133641
428,0.0,74,168,154,198,11.54904979117022
429,0.0,12,132,120,107,5.406895923138423
430,0.7000000000000001,70,181,199,199,-10.812094621776172
431,0.15,15,131,157,146,-14.811269319100068
432,0.52,52,184,103,105,41.577639425986376
433,0.35000000000000003,35,167,138,116,10.80132286369402
434,0.46,46,180,148,171,17.56556794802139
435,0.0,73,105,159,194,-23.65313538747995
436,0.17,17,118,183,198,-30.53981229800083
437,0.0,95,179,174,157,-0.08511137641112487
438,0.37,37,189,192,168,-4.08899420618692
439,0.0,53,172,142,150,16.97031331765122
440,0.0,54,163,147,152,8.501068100761259
441,0.76,76,160,102,118,29.6506184779966
442,0.43,43,159,132,151,15.572066477798897
443,0.35000000000000003,35,135,104,110,15.771968172333793
444,0.0,93,183,157,142,13.84891568413332
445,0.05,5,163,163,182,2.4305101135782
446,0.0,99,176,196,163,-12.99900705809943
447,0.0,2,188,162,175,12.68483611598705
448,0.8,80,167,138,166,18.04642639617419
449,0.0,29,176,115,115,31.448963260788343
450,0.66,66,146,184,142,-22.84155299302023
451,0.07,7,103,142,144,-18.104166829051504
452,0.0,75,102,133,118,-17.12043426102396
453,0.0,20,196,169,167,13.72523256608732
454,0.27,27,180,110,144,40.74941533883413
455,0.0,95,127,126,165,6.4535235231285775
456,0.0,12,103,120,157,-3.957168276286875
457,0.78,78,168,112,133,29.82512602691375
458,0.09,9,178,135,191,27.751353101066975
459,0.06,6,141,153,121,-9.789972990496175
460,0.9400000000000001,94,181,169,107,2.6041695991806706
461,0.5,50,162,184,110,-17.19584938379449
462,0.6,60,174,127,199,32.95105976203038
463,0.9,90,117,130,164,-3.328746289459174
464,0.2,20,159,145,136,6.971897468531309
465,0.6900000000000001,69,135,161,154,-11.292284662554398
466,0.99,99,136,121,131,9.183660846569849
467,0.0,93,143,194,124,-32.07676335666236
468,0.0,8,107,177,171,-35.62887665547114
469,0.71,71,106,182,181,-36.94624544284328
470,0.0,70,125,178,103,-33.345956310869134
471,0.0,30,128,130,127,-1.2643381432660625
472,0.0,62,176,145,167,17.53437723931823
473,0.39,39,113,161,171,-23.638177567660115
474,0.88,88,183,197,182,-7.7148581264274965
475,0.26,26,113,167,161,-26.976149220988987
476,0.0,91,198,128,132,35.09822363057881
477,0.36,36,103,144,169,-19.589403806986166
478,0.5700000000000001,57,112,188,171,-39.61566722615326
479,0.0,33,171,137,115,15.547860807836667
480,0.58,58,175,104,122,39.04588911787109
481,0.0,10,154,111,159,27.657270565987204
482,0.18,18,166,185,177,-11.094927472120455
483,0.4,40,151,195,171,-24.649613053474855
484,0.0,94,126,123,196,10.110037594593484
485,0.0,60,155,137,187,14.601423291030295
486,0.34,34,105,192,128,-48.208496425439435
487,0.0,83,132,163,118,-19.136958897713566
488,0.0,13,161,198,141,-23.96757839519632
489,0.72,72,130,148,166,-7.574672373580556
490,0.0,32,182,182,177,-1.3624961925418222
491,0.0,27,149,101,133,26.32772528796878
492,0.0,59,110,109,181,8.028777795349876
493,0.76,76,100,111,147,-1.2909498828263073
494,0.0,95,110,191,120,-46.744400789462766
495,0.87,87,147,120,119,12.641725904287156
496,0.19,19,160,195,159,-20.142888281938877
497,0.47000000000000003,47,103,152,168,-22.08495069380783
498,0.97,97,127,146,192,-6.354041577099113
499,0.41000000000000003,41,143,194,199,-25.292694604688116
500,0.0,80,134,141,139,-3.19349597378763
501,0.33,33,128,132,144,-1.9919479818928763
502,0.71,71,164,199,161,-22.226705636613975
503,0.86,86,127,181,194,-26.468694472031743
504,0.11,11,187,178,150,1.9368619907031492
505,0.32,32,178,120,195,37.59285091162759
506,0.0,62,168,135,183,22.47517868866963
507,0.08,8,124,133,103,-8.464457746039363
508,0.0,51,193,119,132,39.247750486747115
509,0.0,24,189,147,187,24.365305535518374
510,0.0,89,165,173,180,-2.3805960692769204
511,0.35000000000000003,35,179,188,136,-9.626112590425032
512,0.0,8,185,133,119,24.05741166830457
513,0.04,4,189,156,194,22.84494782616784
514,0.0,59,154,119,133,19.273555907260643
515,0.0,52,138,188,148,-27.43365762285815
516,0.0,50,192,142,126,25.58252901814634
517,0.11,11,115,173,132,-33.777011216177605
518,0.6900000000000001,69,160,196,132,-23.91905091838336
519,0.18,18,189,155,161,18.2243179888263
520,0.0,16,156,123,152,20.019420144045387
521,0.19,19,114,123,117,-5.2787350331129685
522,0.07,7,119,138,104,-13.111552922140488
523,0.43,43,125,166,173,-19.58895701387494
524,0.45,45,112,163,112,-28.438055477438212
525,0.0,56,115,135,112,-13.304767960292217
526,0.0,58,157,186,161,-17.396593637317412
527,0.0,8,139,191,159,-29.24500676361881
528,0.0,91,171,118,145,29.85056985045022
529,0.0,98,183,151,142,14.342952530001966
530,0.72,72,115,166,187,-23.78963125027086
531,0.73,73,162,109,172,33.118652135000474
532,0.65,65,132,184,151,-28.42400721560371
533,0.66,66,183,119,162,37.577985592443184
534,0.62,62,121,153,189,-11.846029976659219
535,0.8200000000000001,82,177,138,110,15.992762250560808
536,0.36,36,124,111,185,15.372548766216614
537,0.0,13,171,129,103,17.593425896142872
538,0.87,87,101,199,196,-48.19033483219886
539,0.6900000000000001,69,187,149,141,17.60578954830426
540,0.44,44,167,136,170,18.505757847836584
541,0.8,80,180,179,165,0.0368151518417873
542,0.19,19,174,195,182,-11.958867847508719
543,0.88,88,194,190,165,0.7036505899551347
544,0.8,80,117,126,192,1.8803204570826095
545,0.17,17,142,109,147,19.186890319390024
546,0.0,12,138,151,147,-5.9721773379696845
547,0.0,73,187,166,187,12.514555014562278
548,0.0,19,173,167,155,3.5137947394907503
549,0.26,26,121,161,124,-24.636867730079004
550,0.0,44,121,100,111,10.992635463905447
551,0.0,53,177,176,174,2.4048889688110155
552,0.0,76,101,160,107,-34.77178784270094
553,0.0,2,122,197,150,-42.98141118859325
554,0.93,93,189,100,159,51.507478038113234
555,0.19,19,198,150,194,28.373965290207103
556,0.55,55,113,137,103,-14.317257309371485
557,0.61,61,172,161,122,0.008880538307485253
558,0.0,17,149,145,196,8.349445676127942
559,0.0,48,106,116,136,-3.0743285464150705
560,0.32,32,135,123,122,6.137531830687256
561,0.89,89,105,192,170,-45.146697294988435
562,0.0,41,165,191,108,-20.756977333151863
563,0.0,72,185,141,181,25.398540211900755
564,0.0,2,110,121,185,2.8997092212937146
565,0.9500000000000001,95,162,108,181,35.91422347375843
566,0.71,71,168,169,185,2.2784620946608674
567,0.0,41,125,142,175,-5.949906837978475
568,0.47000000000000003,47,155,177,150,-14.051393346735464
569,0.7000000000000001,70,175,175,163,-2.51231031035263
570,0.0,52,162,188,128,-20.44010775381899
571,0.8,80,158,150,145,2.875282557813146
572,0.0,87,199,102,131,51.72977799633053
573,0.0,43,124,175,179,-27.08951361600565
574,0.0,55,121,170,128,-27.887220336604877
575,0.0,84,122,121,101,-4.3441996807393135
576,0.0,63,114,160,123,-26.36317671727354
577,0.15,15,185,182,145,-2.245901329144197
578,0.88,88,195,105,163,50.10534555712402
579,0.0,61,167,131,189,23.699003787098928
580,0.58,58,154,130,164,16.30023262745442
581,0.08,8,121,109,135,9.895505668763759
582,0.0,52,199,114,144,48.79098463189394
583,0.41000000000000003,41,141,183,176,-21.009439549863867
584,0.32,32,178,154,133,10.801633814203624
585,0.0,29,125,197,186,-37.52993065499104
586,0.76,76,157,112,158,26.151787527532292
587,0.0,38,167,163,158,1.3588155021672406
588,0.13,13,178,125,169,31.70944562493447
589,0.0,16,189,122,100,30.305230441747057
590,0.0,2,175,167,112,0.15407469486985126
591,0.0,2,173,167,105,-2.2246693976540284
592,0.6,60,182,100,107,39.79255383024261
593,0.0,97,109,192,118,-49.14799766079472
594,0.81,81,175,131,171,26.050251769174675
595,0.87,87,115,146,177,-10.646399400516016
596,0.0,46,115,172,168,-26.898042788802087
597,0.0,95,137,149,131,-8.680422123565169
598,0.0,32,155,138,119,7.368750375171511
599,0.97,97,112,150,125,-21.977577466602025
600,0.0,9,191,197,191,-1.6547760063505856
601,0.0,7,121,175,189,-24.759152359726986
602,0.51,51,191,120,100,34.33151012343884
603,0.38,38,149,144,179,7.034960976807515
604,0.0,4,105,106,109,-0.1525747732055509
605,0.56,56,173,194,163,-11.994775725695341
606,0.0,96,174,141,138,16.570305023735894
607,0.0,54,173,116,180,36.131203943601506
608,0.0,2,121,124,150,4.059092988820083
