,T,Vol,Size,Lev,CrashRisk
106,1,189,189,190,0.07648987501696758
107,1,168,196,121,-19.353959117914567
108,0,181,155,131,9.431654706772118
109,1,115,183,165,-35.654047708970154
110,1,160,180,169,-10.355568362119705
111,1,134,193,199,-28.25932515326551
112,1,114,188,111,-45.09535596872202
113,0,140,158,174,-9.155572858637054
114,0,197,123,158,41.84270637867515
115,0,155,160,130,-5.2520424786807896
116,0,133,142,132,-4.294465240495674
117,0,131,138,173,0.32415266240575646
118,1,154,127,189,19.825658104558805
119,1,141,112,112,14.064376925121811
120,1,175,128,166,27.73580465383644
121,1,175,136,148,22.26582417684638
122,1,108,190,176,-42.60682787288557
123,0,151,117,177,24.22374724010527
124,0,104,183,155,-42.505497405327006
125,0,182,134,178,26.18611829929718
126,0,171,169,127,-2.9396162641428494
127,0,162,109,111,25.887335037506116
128,1,130,160,198,-9.053041004714263
129,0,131,188,171,-29.686369089027
130,1,151,194,159,-25.759777346862514
131,1,168,145,174,14.985059817922835
132,1,123,151,145,-14.663728980740464
133,1,100,190,113,-52.22472872338744
134,0,136,145,196,0.985257141373237
135,1,142,146,114,-3.641139630407726
136,1,153,158,151,-3.8545283924391986
137,0,152,121,192,22.98473452805328
138,0,166,157,108,-0.6695584436544008
139,1,116,111,160,7.288921510124455
140,1,173,180,152,-5.2169690401602935
141,1,148,100,101,25.98110675259628
142,1,154,175,102,-18.36307635802351
143,1,187,185,135,-2.122193638199939
144,1,157,166,141,-4.848144997571964
145,1,183,192,144,-10.429826927010573
146,0,145,102,161,27.156174905914256
147,0,147,114,146,20.756706880578772
148,0,123,168,138,-25.790269352746773
149,1,101,106,173,3.9747902481988007
150,0,171,131,121,17.728851740248437
151,0,194,166,134,11.855941476024363
152,0,114,125,134,-5.0360223453760895
153,1,128,146,175,-6.11401268242731
154,1,197,171,103,6.905189559839566
155,0,154,137,181,12.28486723831003
156,1,121,194,154,-40.64339050558675
157,1,105,124,149,-5.094929217992583
158,1,131,102,136,17.508796322815293
159,0,191,100,131,47.49075175659742
160,1,175,169,103,-1.683032473908674
161,1,152,166,114,-10.917302971633514
162,0,198,174,189,12.547805369466134
163,1,122,140,131,-9.431519665774426
164,1,140,195,164,-30.342421115184543
165,0,197,111,149,47.27453923666237
166,0,161,145,118,5.396146065062811
167,0,175,144,142,18.31018958608817
168,0,151,105,103,23.029091138230772
169,0,185,191,108,-11.004329364138806
170,0,160,154,136,-0.5895112804886622
171,1,169,107,152,35.31148111325066
172,1,182,167,129,3.521505774026238
173,1,199,120,118,40.733959754378
174,0,145,165,166,-11.766462431815915
175,1,182,183,167,-1.392386753816607
176,1,169,127,129,21.855716752706098
177,0,101,103,111,-1.3831434590737495
178,0,149,183,128,-20.58336399888831
179,1,107,101,139,6.027654282081132
180,1,123,193,169,-35.540747734665864
181,1,150,114,158,24.853298610234102
182,0,167,191,152,-17.447332860756354
183,1,177,199,179,-10.68448969076684
184,0,140,176,195,-14.51521908384242
185,1,103,118,101,-11.367063921060826
186,1,143,194,135,-30.164022962135892
187,0,125,115,178,11.036589386094105
188,1,174,165,164,4.026592166088044
189,1,132,189,114,-35.48642278009245
190,0,132,122,121,4.011204337142616
191,0,182,146,131,15.859510442431601
192,1,170,140,144,16.645237888738016
193,0,164,199,175,-20.96263598695972
194,1,106,172,139,-34.90466896127992
195,1,104,189,158,-45.12222611396495
196,0,143,139,141,2.2457228313381234
197,0,107,145,183,-17.513343017115357
198,1,180,138,193,26.543489876241846
199,0,162,161,187,4.299980626021956
200,1,173,180,153,-4.299587507959889
201,1,146,103,120,24.935623658706113
202,1,152,199,176,-25.949414857978635
203,1,174,189,153,-11.11224993516325
204,0,196,198,105,-9.64307473191367
205,0,109,113,116,0.179760478514575
206,0,165,177,110,-12.095508519591196
207,1,162,178,192,-7.837179188337215
208,1,101,127,101,-16.003524263677022
209,0,138,100,183,28.401966442894267
210,1,112,108,109,1.8250396511122284
211,0,163,163,142,-0.11510955479271834
212,0,198,165,136,14.176871650372195
213,0,173,189,113,-17.09198537714508
214,1,141,154,189,-3.071813974174805
215,0,176,179,196,-1.141543261493927
216,0,176,116,101,27.758760527901643
217,1,122,102,131,12.984662261528019
218,1,172,136,146,19.13684818225827
219,0,156,187,175,-16.290936647722333
220,1,112,169,139,-33.447219105349454
221,1,170,191,102,-18.295501915580957
222,0,168,164,111,-3.4038430186679878
223,1,169,177,180,-2.6676650363361754
224,1,110,107,177,8.633361303180884
225,0,139,152,131,-8.264368388143787
226,0,122,160,129,-22.53269643169468
227,1,131,139,112,-6.964409312170656
228,0,154,106,127,27.160313413402037
229,1,146,189,152,-24.00375170280972
230,1,172,198,160,-15.46998533618525
231,0,157,125,111,16.11265708748037
232,1,179,153,193,19.242504070747422
233,1,121,184,135,-36.14635035973142
234,0,127,166,173,-20.02834857427869
235,0,166,194,163,-15.618672004073794
236,1,189,147,163,24.36874666804377
237,1,118,133,132,-5.330797230437037
238,1,134,192,195,-24.451415764897426
239,0,164,136,115,13.038490535858402
240,0,111,132,176,-6.134360026487561
241,1,163,174,111,-10.410132469733341
242,1,131,199,175,-37.11296942959269
243,0,112,187,120,-43.14862206652172
244,1,146,183,115,-25.451997057716195
245,1,100,135,115,-19.023804155546845
246,0,108,104,168,6.344053820676482
247,0,144,125,182,15.835284857984771
248,0,178,121,184,34.01082021338704
249,0,135,104,124,17.995332315200496
250,1,113,155,131,-23.048552350371963
251,0,180,104,178,44.71806957710036
252,0,138,159,123,-14.235376371196281
253,1,173,103,133,39.50751526999349
254,1,163,178,139,-10.746135538192814
255,0,132,153,170,-8.317633304618305
256,0,170,121,113,22.551894441053307
257,1,159,109,104,26.12281017956567
258,0,163,110,191,33.931974281447054
259,1,167,103,152,38.83295445663078
260,1,199,138,168,34.08943940861151
261,1,112,177,193,-31.07144835198557
262,0,124,160,127,-21.80935734562735
263,0,196,173,166,10.63500996432618
264,0,104,188,182,-44.067258673020525
265,0,166,137,188,19.791521439494446
266,1,102,116,101,-6.444768734817373
267,1,100,120,177,-5.202349325237998
268,0,186,118,149,37.89162099535043
269,1,109,126,164,-3.608273945519699
270,0,173,127,114,23.055216226362376
271,1,129,114,190,16.837214317877716
272,1,147,105,159,27.306407978335752
273,0,129,133,157,0.22963953227946823
274,0,164,111,137,28.207954518712164
275,0,128,163,122,-21.158759880477934
276,0,185,131,148,27.050908014653277
277,1,163,142,139,10.430877234037254
278,1,163,107,185,37.406043969264076
279,1,180,188,157,-7.125224181486614
280,1,149,148,162,1.8637265594046273
281,1,177,108,198,44.46776209027306
282,1,175,104,128,38.15261355457534
283,0,112,113,170,3.621236249098987
284,0,161,144,169,10.007540725714307
285,0,158,109,133,27.140731811472182
286,1,115,145,143,-13.84354312781878
287,0,121,167,138,-26.74932456224646
288,1,149,111,178,25.187336123242396
289,1,135,155,121,-12.63514397653645
290,1,127,105,148,16.2877349922873
291,1,101,182,143,-46.074953464880515
292,1,116,195,146,-44.82959614447376
293,1,136,106,191,22.778515133204504
294,1,102,158,188,-24.74219933457383
295,0,160,114,184,31.167861016415845
296,0,125,164,199,-16.512938072197517
297,1,134,149,124,-8.076616770170766
298,0,169,124,156,27.8077227410901
299,1,106,148,176,-17.86374535996267
300,0,132,105,199,22.773492327722256
301,0,198,196,160,-3.4853863461329295
302,0,167,130,184,22.282761095719977
303,1,102,104,133,3.0006302360251063
304,0,173,180,184,-2.6986870225395645
305,0,176,140,132,16.8850388318963
306,1,127,136,186,1.0281871628861474
307,1,180,110,167,41.12178898675084
308,0,129,141,192,-1.293279102340636
309,0,190,166,114,6.6373242589405566
310,0,106,136,119,-18.530050083626005
311,1,135,174,199,-16.47926886633101
312,0,148,148,120,-2.5261176541501302
313,0,147,121,117,12.99643665701352
314,0,112,141,170,-9.671399745397448
315,0,153,184,148,-20.197848357620828
316,1,146,164,168,-6.55536263742596
317,1,143,170,134,-16.034543459648887
318,0,126,131,131,-2.5662414221895253
319,1,190,121,148,36.190259326656225
320,0,189,128,110,28.90730566209756
321,0,195,132,191,36.74554414589355
322,0,139,126,197,12.69384555103638
323,0,177,147,156,16.218399993680627
324,0,130,176,179,-23.689236045781712
325,0,174,141,108,12.630414579437387
326,0,139,153,100,-13.258242890884667
327,0,107,118,143,-4.761517989915273
328,1,108,157,188,-20.804446818374768
329,0,164,134,144,15.783234509031816
330,1,145,148,186,3.482619563435282
331,1,180,173,151,2.2312339663811667
332,1,134,190,192,-26.531240439869812
333,0,144,178,166,-16.76571378165365
334,1,131,182,168,-26.05898128534092
335,0,173,112,188,37.79186708159302
336,1,182,195,155,-9.559616383174646
337,0,134,170,126,-20.89591838421406
338,0,119,141,122,-12.98322948923332
339,1,159,185,155,-15.976482335814458
340,1,185,124,180,37.08623871433259
341,1,110,136,108,-15.446711131350664
342,0,152,187,103,-27.16163353737548
343,0,179,104,150,41.830468787446875
344,1,159,183,158,-15.256583129313233
345,0,199,152,183,25.970675686794785
346,0,188,144,186,24.48650020125467
347,1,151,181,101,-23.58762717425712
348,1,134,181,162,-26.0026163482056
349,1,133,192,151,-34.15433142840452
350,1,174,186,136,-10.359356868232092
351,1,101,150,163,-23.322375617534114
352,0,123,136,184,-0.9988250632194002
353,1,102,119,146,-6.159224626983091
354,0,144,145,149,-0.6274277379073168
355,0,138,101,107,19.00371585440707
356,1,186,167,110,3.9031282401687646
357,0,196,154,194,26.025837044750826
358,1,151,106,176,31.90122401157005
359,1,120,147,163,-10.073636098949002
360,1,104,102,199,11.801100082084801
361,1,186,168,118,4.0869071504093535
362,0,167,120,167,27.66301212650485
363,0,149,178,142,-19.115114081979108
364,0,114,157,132,-26.55641007577257
365,0,184,190,190,-5.271447184345986
366,1,124,169,141,-25.675476961615487
367,0,169,151,199,14.467882037696565
368,0,150,197,120,-29.481882524571304
369,1,157,151,100,-2.144611719287446
370,0,163,181,144,-10.460330826751777
371,0,155,106,104,24.1430307620191
372,0,131,171,122,-26.86719634823562
373,1,175,112,161,35.682566912426914
374,1,113,156,156,-18.053098258650877
375,1,157,164,147,-4.203316922084769
376,1,106,171,187,-30.26465254240026
377,1,115,168,185,-23.877725379954878
378,0,125,174,131,-27.06518651741428
379,1,106,162,139,-32.12130005746402
380,0,189,136,187,31.371572850314447
381,0,173,178,174,-1.1280472123191916
382,0,139,118,153,11.978455331336713
383,1,199,110,132,46.07653527700338
384,1,100,174,153,-37.72038451776359
385,1,179,103,133,42.94134585071389
386,1,149,106,166,27.235214456123842
387,0,109,177,166,-34.62273384679743
388,0,105,187,118,-46.90264515622751
389,1,151,120,137,17.119529185684957
390,1,160,169,111,-10.937130993295568
391,0,173,114,158,31.60211924705675
392,0,179,134,195,30.520787328651988
393,0,104,155,144,-26.113781258267068
394,0,116,147,130,-16.851915074517972
395,0,113,119,175,2.086291477576257
396,0,113,155,103,-24.787078819817477
397,0,101,112,198,4.083367106938316
398,1,156,128,117,14.858337602240162
399,0,166,164,171,2.2762599683158626
400,0,115,176,106,-35.96073063126266
401,1,184,193,176,-3.854841828415031
402,1,100,131,158,-12.531988476612927
403,1,138,113,136,15.367497939580131
404,1,147,112,187,23.44624485691226
405,0,161,188,181,-14.138642140391152
406,1,135,144,145,-5.0572298524865955
407,1,156,139,197,15.465657842738198
408,0,127,164,172,-17.763642944221484
409,0,151,143,160,6.306603139903902
410,1,156,163,114,-9.089819895444524
411,1,199,185,131,1.4992995841434387
412,1,196,134,165,36.81697640327453
413,1,143,131,103,3.6325339142202533
414,0,102,159,153,-27.764502215655686
415,0,174,187,120,-14.401906209186816
416,1,161,168,142,-3.358432188082323
417,0,187,185,111,-7.908732753737136
418,1,190,154,138,16.897104434402443
419,0,110,185,198,-35.39068698818383
420,0,133,135,117,-3.7976299578160795
421,1,108,198,199,-44.43345285693959
422,0,143,139,176,4.711142823520646
423,1,183,153,159,17.370463142969342
424,0,198,130,142,34.593823075634525
425,0,152,198,124,-31.748613638897407
426,1,163,186,137,-16.196858771527157
427,1,129,135,144,-0.9908015753133641
428,0,168,154,198,11.54904979117022
429,1,132,120,107,5.406895923138423
430,1,181,199,199,-10.812094621776172
431,1,131,157,146,-14.811269319100068
432,1,184,103,105,41.577639425986376
433,1,167,138,116,10.80132286369402
434,0,180,148,171,17.56556794802139
435,1,105,159,194,-23.65313538747995
436,0,118,183,198,-30.53981229800083
437,0,179,174,157,-0.08511137641112487
438,1,189,192,168,-4.08899420618692
439,1,172,142,150,16.97031331765122
440,1,163,147,152,8.501068100761259
441,0,160,102,118,29.6506184779966
442,0,159,132,151,15.572066477798897
443,1,135,104,110,15.771968172333793
444,1,183,157,142,13.84891568413332
445,0,163,163,182,2.4305101135782
446,1,176,196,163,-12.99900705809943
447,0,188,162,175,12.68483611598705
448,1,167,138,166,18.04642639617419
449,0,176,115,115,31.448963260788343
450,1,146,184,142,-22.84155299302023
451,1,103,142,144,-18.104166829051504
452,1,102,133,118,-17.12043426102396
453,0,196,169,167,13.72523256608732
454,1,180,110,144,40.74941533883413
455,1,127,126,165,6.4535235231285775
456,0,103,120,157,-3.957168276286875
457,0,168,112,133,29.82512602691375
458,1,178,135,191,27.751353101066975
459,0,141,153,121,-9.789972990496175
460,0,181,169,107,2.6041695991806706
461,0,162,184,110,-17.19584938379449
462,1,174,127,199,32.95105976203038
463,0,117,130,164,-3.328746289459174
464,1,159,145,136,6.971897468531309
465,1,135,161,154,-11.292284662554398
466,1,136,121,131,9.183660846569849
467,0,143,194,124,-32.07676335666236
468,0,107,177,171,-35.62887665547114
469,1,106,182,181,-36.94624544284328
470,1,125,178,103,-33.345956310869134
471,1,128,130,127,-1.2643381432660625
472,0,176,145,167,17.53437723931823
473,0,113,161,171,-23.638177567660115
474,0,183,197,182,-7.7148581264274965
475,0,113,167,161,-26.976149220988987
476,0,198,128,132,35.09822363057881
477,0,103,144,169,-19.589403806986166
478,0,112,188,171,-39.61566722615326
479,0,171,137,115,15.547860807836667
480,1,175,104,122,39.04588911787109
481,1,154,111,159,27.657270565987204
482,0,166,185,177,-11.094927472120455
483,0,151,195,171,-24.649613053474855
484,1,126,123,196,10.110037594593484
485,1,155,137,187,14.601423291030295
486,1,105,192,128,-48.208496425439435
487,1,132,163,118,-19.136958897713566
488,0,161,198,141,-23.96757839519632
489,1,130,148,166,-7.574672373580556
490,1,182,182,177,-1.3624961925418222
491,0,149,101,133,26.32772528796878
492,0,110,109,181,8.028777795349876
493,1,100,111,147,-1.2909498828263073
494,1,110,191,120,-46.744400789462766
495,0,147,120,119,12.641725904287156
496,0,160,195,159,-20.142888281938877
497,1,103,152,168,-22.08495069380783
498,0,127,146,192,-6.354041577099113
499,0,143,194,199,-25.292694604688116
500,1,134,141,139,-3.19349597378763
501,0,128,132,144,-1.9919479818928763
502,0,164,199,161,-22.226705636613975
503,0,127,181,194,-26.468694472031743
504,0,187,178,150,1.9368619907031492
505,0,178,120,195,37.59285091162759
506,0,168,135,183,22.47517868866963
507,0,124,133,103,-8.464457746039363
508,0,193,119,132,39.247750486747115
509,1,189,147,187,24.365305535518374
510,0,165,173,180,-2.3805960692769204
511,0,179,188,136,-9.626112590425032
512,0,185,133,119,24.05741166830457
513,1,189,156,194,22.84494782616784
514,1,154,119,133,19.273555907260643
515,1,138,188,148,-27.43365762285815
516,1,192,142,126,25.58252901814634
517,1,115,173,132,-33.777011216177605
518,0,160,196,132,-23.91905091838336
519,1,189,155,161,18.2243179888263
520,1,156,123,152,20.019420144045387
521,1,114,123,117,-5.2787350331129685
522,1,119,138,104,-13.111552922140488
523,0,125,166,173,-19.58895701387494
524,1,112,163,112,-28.438055477438212
525,1,115,135,112,-13.304767960292217
526,1,157,186,161,-17.396593637317412
527,0,139,191,159,-29.24500676361881
528,0,171,118,145,29.85056985045022
529,0,183,151,142,14.342952530001966
530,1,115,166,187,-23.78963125027086
531,1,162,109,172,33.118652135000474
532,1,132,184,151,-28.42400721560371
533,1,183,119,162,37.577985592443184
534,1,121,153,189,-11.846029976659219
535,0,177,138,110,15.992762250560808
536,0,124,111,185,15.372548766216614
537,0,171,129,103,17.593425896142872
538,1,101,199,196,-48.19033483219886
539,1,187,149,141,17.60578954830426
540,0,167,136,170,18.505757847836584
541,0,180,179,165,0.0368151518417873
542,0,174,195,182,-11.958867847508719
543,1,194,190,165,0.7036505899551347
544,0,117,126,192,1.8803204570826095
545,0,142,109,147,19.186890319390024
546,1,138,151,147,-5.9721773379696845
547,1,187,166,187,12.514555014562278
548,0,173,167,155,3.5137947394907503
549,1,121,161,124,-24.636867730079004
550,1,121,100,111,10.992635463905447
551,0,177,176,174,2.4048889688110155
552,1,101,160,107,-34.77178784270094
553,1,122,197,150,-42.98141118859325
554,0,189,100,159,51.507478038113234
555,1,198,150,194,28.373965290207103
556,0,113,137,103,-14.317257309371485
557,1,172,161,122,0.008880538307485253
558,1,149,145,196,8.349445676127942
559,1,106,116,136,-3.0743285464150705
560,1,135,123,122,6.137531830687256
561,0,105,192,170,-45.146697294988435
562,0,165,191,108,-20.756977333151863
563,1,185,141,181,25.398540211900755
564,1,110,121,185,2.8997092212937146
565,0,162,108,181,35.91422347375843
566,1,168,169,185,2.2784620946608674
567,0,125,142,175,-5.949906837978475
568,1,155,177,150,-14.051393346735464
569,0,175,175,163,-2.51231031035263
570,0,162,188,128,-20.44010775381899
571,0,158,150,145,2.875282557813146
572,1,199,102,131,51.72977799633053
573,0,124,175,179,-27.08951361600565
574,1,121,170,128,-27.887220336604877
575,1,122,121,101,-4.3441996807393135
576,0,114,160,123,-26.36317671727354
577,1,185,182,145,-2.245901329144197
578,0,195,105,163,50.10534555712402
579,0,167,131,189,23.699003787098928
580,0,154,130,164,16.30023262745442
581,0,121,109,135,9.895505668763759
582,1,199,114,144,48.79098463189394
583,1,141,183,176,-21.009439549863867
584,1,178,154,133,10.801633814203624
585,0,125,197,186,-37.52993065499104
586,0,157,112,158,26.151787527532292
587,1,167,163,158,1.3588155021672406
588,1,178,125,169,31.70944562493447
589,0,189,122,100,30.305230441747057
590,0,175,167,112,0.15407469486985126
591,1,173,167,105,-2.2246693976540284
592,1,182,100,107,39.79255383024261
593,0,109,192,118,-49.14799766079472
594,1,175,131,171,26.050251769174675
595,0,115,146,177,-10.646399400516016
596,0,115,172,168,-26.898042788802087
597,1,137,149,131,-8.680422123565169
598,1,155,138,119,7.368750375171511
599,1,112,150,125,-21.977577466602025
600,1,191,197,191,-1.6547760063505856
601,1,121,175,189,-24.759152359726986
602,1,191,120,100,34.33151012343884
603,0,149,144,179,7.034960976807515
604,1,105,106,109,-0.1525747732055509
605,0,173,194,163,-11.994775725695341
606,0,174,141,138,16.570305023735894
607,1,173,116,180,36.131203943601506
608,1,121,124,150,4.059092988820083
609,0,136,153,131,-9.984783793822189
610,0,192,182,186,4.382092377511797
611,1,156,131,104,10.480932288161753
612,0,176,155,168,12.132564932093883
613,1,169,169,105,-5.002379476434372
614,0,109,110,188,7.691757182851739
615,0,158,134,124,11.893015984552575
616,1,165,173,177,-4.836318433300539
617,1,127,126,141,3.562231507105791
618,0,139,182,193,-21.314402231917317
619,0,125,148,115,-16.799317042032445
620,0,104,198,190,-48.36482777407977
621,1,121,161,198,-16.828510300852717
622,1,135,134,110,-2.343590128433175
623,0,198,187,102,-3.220075797506941
624,1,186,131,128,27.392240107428066
625,0,163,146,136,7.469119415804703
626,0,106,107,103,-0.8022778998258914
627,0,140,181,153,-23.647369824236637
628,0,182,185,158,-5.594182356826711
629,1,151,128,194,18.830081815391377
630,0,135,152,156,-7.921022055616685
631,1,155,144,166,8.166176463647192
632,0,194,154,188,24.308260980307015
633,0,109,183,160,-40.20089229013159
634,0,132,195,137,-36.77625164264602
635,0,117,192,150,-43.67300584296966
636,1,115,175,126,-33.068919454875555
637,1,192,162,159,16.489192917231613
638,1,133,138,199,3.843405781660002
639,1,141,124,108,7.2373339425304835
640,0,180,155,196,17.80136185319897
641,0,136,135,197,7.811541846986037
642,1,105,142,193,-11.984981987534452
643,1,126,155,113,-18.553335521267684
644,0,166,195,124,-21.83545018026302
645,1,179,150,129,13.227649768696125
646,1,105,137,140,-15.868622299327196
647,1,156,164,163,-3.4274214163147936
648,0,177,119,107,28.184403875005238
649,1,163,189,181,-13.103651853875462
650,1,162,119,159,26.267324428344672
651,1,160,111,153,28.404362394206142
652,1,160,129,187,22.88963543381179
653,0,191,179,162,5.517967699390406
654,0,199,147,184,30.405570551944592
655,1,103,171,170,-32.95626629697122
656,1,141,163,191,-10.01983015186195
657,1,175,175,132,-2.6578159798646075
658,1,145,144,125,-2.29335322859306
659,1,164,155,179,7.079366274601021
660,1,123,105,187,18.926217018784307
661,1,180,122,162,32.72907973753218
662,1,181,138,103,19.15026519994454
663,1,178,106,197,44.84033941498664
664,0,145,125,113,7.539693759949509
665,0,159,144,100,3.5759617006987225
666,0,197,144,158,29.01715716585036
667,1,146,180,193,-14.71228905800886
668,1,176,171,118,-3.119739983864525
669,1,123,131,182,1.48545747506356
670,1,183,130,148,28.908865148889397
671,1,154,150,149,2.6652728038559186
672,1,138,104,125,19.909260773381636
673,1,173,146,160,15.099338240753015
674,0,182,140,100,17.898685957485018
675,1,127,109,111,8.778085567175324
676,0,169,145,148,11.944325569173364
677,1,178,122,140,30.128863487201766
678,1,115,149,109,-20.749583848327827
679,1,107,157,193,-22.160059101994474
680,0,174,174,177,1.060846352040429
681,0,115,135,159,-6.712055750955985
682,1,115,174,142,-31.730127062462053
683,0,187,125,156,33.72965498863298
684,1,199,191,170,1.8878706910218592
685,1,189,193,187,-2.057771795455708
686,1,176,156,158,10.286775017206406
687,1,105,155,107,-28.35778281657746
688,0,191,137,161,30.58629817213084
689,0,151,105,169,28.64039863106719
690,1,135,188,155,-30.073881730156753
691,1,132,148,169,-4.253363715571266
692,0,137,150,150,-5.263028526835695
693,1,124,178,127,-31.015787792579697
694,0,150,105,109,21.62054860350753
695,1,158,181,185,-10.817636603234265
696,0,171,103,126,35.83906971404724
697,0,182,183,150,-3.3846061765227176
698,1,129,103,176,20.41887391378964
699,1,141,142,151,-1.3252640651446526
700,0,114,102,143,7.560321298629561
701,1,127,186,163,-32.610982277588775
702,1,169,107,176,38.69358152048489
703,0,191,187,187,2.702836458796267
704,1,196,165,124,12.996052001205054
705,1,165,156,127,1.5906643646096739
706,0,175,162,186,9.175750910542485
707,1,177,118,137,31.16186928899188
708,0,121,102,168,15.143260479978835
709,1,122,146,158,-9.172806138269577
710,0,199,199,107,-8.773667406998488
711,1,160,114,190,32.920596794062746
712,0,102,105,101,-1.6099845216987492
713,1,149,175,181,-12.669337041018103
714,0,180,140,104,15.56069793007421
715,0,173,110,127,34.82739263974078
716,1,194,120,176,43.25329817413348
717,1,169,177,181,-0.8529306738155888
718,1,122,131,171,1.4545913045844983
719,0,168,166,142,-1.4111025065570664
720,1,132,180,112,-31.031897907870817
721,1,179,183,139,-4.796951440737655
722,1,150,107,116,23.89423967208161
723,0,181,147,149,16.68528252566152
724,1,157,133,163,14.698258874600176
725,1,182,103,198,49.65064924578576
726,0,198,105,128,48.81304962271712
727,0,111,143,136,-15.808949700162566
728,0,117,139,141,-9.855961720509848
729,0,166,101,123,35.2881276852957
730,0,183,162,120,7.129443846083117
731,1,178,131,145,23.053197823675752
732,0,104,156,147,-28.93680902866199
733,0,178,164,188,9.601804740766044
734,0,108,117,104,-6.299800205236548
735,1,102,193,176,-44.81048422897948
736,1,108,182,197,-35.78204048489843
737,1,193,135,184,34.03882830820901
738,0,108,182,116,-43.803737146018946
739,0,167,123,118,22.961170877797326
740,1,141,186,139,-26.514965447300597
741,1,193,158,132,13.86385813702386
742,0,197,167,139,11.780921162493952
743,0,174,117,154,31.074941681256348
744,1,191,179,194,8.72120617093009
745,1,123,152,154,-15.417439954601988
746,0,172,161,183,8.181325577931604
747,1,151,100,172,32.7125587115929
748,1,185,139,167,27.00149401023983
