,T,Vol,Size,Lev,CrashRisk
367,0,188,178,104,-0.8642165524586316
368,1,175,120,110,26.655676164849037
369,0,123,107,130,9.32312457786951
370,0,137,105,118,17.09845296473939
371,0,118,109,161,9.614684717184858
372,1,197,118,181,46.622839352638
373,0,144,183,112,-26.382617500342693
374,1,192,181,158,2.993316242580881
375,1,123,142,190,-3.379704266115902
376,1,144,150,189,1.5726631720191668
377,1,157,104,199,36.39834939076749
378,1,157,140,167,11.460233721446084
379,1,106,121,190,-0.43468273349844283
380,0,151,167,169,-7.113632847220082
381,0,129,168,140,-22.97213368203873
382,0,195,123,188,42.76120173161707
383,1,197,146,136,27.4681745681877
384,1,131,134,118,-2.636919665464789
385,0,155,101,181,35.05363641654017
386,0,187,122,178,36.88520202648617
387,0,150,188,160,-22.364025038391933
388,1,174,124,144,27.180319285139472
389,1,163,111,111,27.39454889079521
390,0,140,105,192,26.017260386675535
391,0,187,135,125,26.063316575843558
392,1,151,112,183,27.025780696663592
393,0,126,189,158,-34.95644612753941
394,1,173,102,159,43.31086102387067
395,0,154,169,104,-15.178583017032421
396,1,165,185,177,-9.631024967188878
397,1,196,131,155,33.50597167938395
398,0,104,139,141,-15.715981534433553
399,0,185,159,114,8.921790893668426
400,0,138,145,181,-0.8297545539696957
401,0,164,123,106,20.65212673355036
402,0,118,155,168,-16.526475137293655
403,1,176,127,135,24.081714528836084
404,1,115,124,148,-0.8737483838816876
405,1,117,139,108,-12.932243115297974
406,0,103,184,157,-43.163805816204096
407,0,120,127,108,-5.173918567350204
408,1,169,136,154,19.273154840850385
409,1,176,141,161,20.6202400664601
410,0,128,147,133,-10.666883809354907
411,1,111,165,146,-27.64975737835585
412,0,177,130,173,27.745060953583483
413,0,189,115,107,37.335525833068864
414,1,190,183,153,1.3421886141273005
415,1,155,133,150,12.928118907749111
416,1,144,171,110,-20.73181891150688
417,0,107,164,135,-31.36323926954217
418,0,133,173,181,-19.761602266744433
419,1,192,154,109,15.970609116998297
420,0,138,160,151,-14.6576575412132
421,1,157,181,160,-13.649352572356372
422,1,146,197,144,-29.996724174963692
423,1,171,196,154,-15.003746259685897
424,0,176,136,110,15.100084076512337
425,0,135,105,116,16.03495713758051
426,1,112,109,168,7.544111087430898
427,1,126,100,181,22.93960790561424
428,0,165,122,104,19.26893102909003
429,0,108,130,161,-7.937641135144494
430,0,101,105,161,2.0682649146019845
431,0,174,191,115,-18.019689478197726
432,0,149,171,156,-13.063492296303712
433,0,136,110,172,19.197865622381933
434,1,131,128,154,2.0755943007289863
435,1,177,183,169,-4.639357832005781
436,1,177,149,116,10.629816061285815
437,1,156,126,148,17.925951888459768
438,0,138,151,172,-3.195619516958981
439,1,148,130,136,9.96457129389774
440,1,195,181,171,4.748133320863994
441,0,182,100,187,48.857499946124456
442,1,192,106,181,51.28992188167675
443,1,135,118,132,11.84450387324555
444,1,151,135,133,7.438930912177938
445,0,125,108,169,14.686664416172697
446,0,105,125,169,-6.211286063157539
447,1,177,191,183,-7.7712743590199835
448,0,185,109,185,44.54951321308758
449,0,144,188,187,-21.389214512942115
450,0,103,161,161,-29.083437832218884
451,0,188,181,146,-0.2506402983604731
452,0,186,149,135,18.2523170576324
453,1,122,167,114,-27.041793128668797
454,1,162,165,138,-4.3503143953214245
455,0,179,106,158,40.70250817460057
456,0,117,131,149,-4.968899872370109
457,1,180,187,179,-3.2583447742231577
458,0,177,196,109,-18.081825526073285
459,1,118,187,195,-34.22014845502611
460,1,125,118,134,5.245327798742605
461,1,105,132,170,-9.567196178384552
462,1,131,171,156,-20.57750146114654
463,0,188,182,101,-4.875495666811619
464,1,104,196,166,-48.271957706189205
465,0,160,132,117,14.075772835069188
466,0,127,120,127,5.903460404474927
467,0,160,140,137,8.263866279520268
468,1,102,132,154,-11.584399321463398
469,1,137,181,105,-27.758548517987798
470,0,185,165,179,10.948773126822633
471,1,100,173,130,-41.55571140051384
472,0,186,173,135,3.4371557728645183
473,0,153,191,100,-27.979214734675093
474,1,143,180,112,-23.4674426022166
475,0,127,123,199,11.04156029542804
476,1,103,111,126,-1.3116430849010734
477,1,125,125,159,4.551274791446057
478,1,196,191,139,-3.65461904518387
479,1,178,172,154,2.023459271591851
480,0,195,169,131,9.825511931449027
481,0,105,192,190,-42.60867086844843
482,0,181,116,189,39.01474080669762
483,1,152,173,165,-9.905075116546765
484,0,176,115,167,36.804804353229905
485,1,145,159,159,-6.618542733993284
486,0,110,106,122,3.2505873983113305
487,1,147,171,109,-17.19300977086626
488,0,141,128,116,4.435597200893835
489,1,152,199,139,-30.06455838371167
490,0,166,123,115,21.823214793055595
491,0,184,142,161,23.046389331415792
492,0,165,147,182,12.653635055799958
493,1,186,107,135,41.30784457558555
494,0,193,114,167,45.44501721388886
495,0,137,175,118,-22.64688878732544
496,0,125,175,115,-30.531641693593205
497,1,133,112,134,13.12282092232521
498,0,112,129,174,-6.118591615553369
499,1,126,157,139,-16.780369511984134
500,0,131,179,118,-28.905014478259083
501,1,140,175,184,-16.30615394162861
502,1,158,174,138,-11.097964162144956
503,1,137,168,168,-15.272081343038835
504,0,179,178,131,-3.388194506672176
505,0,194,170,174,10.598615413247215
506,0,126,170,196,-20.285101595844612
507,0,152,158,105,-7.661189613846339
508,0,136,135,150,1.4627206787342653
509,0,103,122,172,-4.523195053524221
510,1,101,129,193,-6.338146437821838
511,0,160,144,109,4.83690871195532
512,0,130,104,113,12.539020344515803
513,1,125,186,117,-36.17586475657542
514,0,180,158,193,13.913960319066561
515,0,187,192,128,-10.425857975276056
516,0,184,120,179,35.5199448058149
517,1,111,133,148,-9.950756541667646
518,1,112,191,105,-47.861232497720415
519,0,172,193,168,-13.706947032718462
520,0,194,129,166,37.972172581075355
521,1,110,124,115,-7.722947851518897
522,0,101,107,133,-1.528724984926258
523,1,117,143,111,-16.37940309270629
524,1,136,139,199,4.710806500116318
525,1,155,102,180,34.50380811020117
526,0,189,151,136,17.536503012144593
527,1,169,125,122,20.089743892326723
528,0,164,168,198,-0.16369890969311252
529,1,130,190,121,-35.22264975749576
530,0,143,134,118,1.9437934122660994
531,0,178,142,100,16.07301300142984
532,0,127,139,114,-7.53809728193327
533,0,184,158,121,9.630768869679843
534,1,165,124,126,22.05626536885325
535,1,184,196,118,-15.297513216477864
536,1,197,132,174,35.616853587138536
537,0,131,113,160,14.904115788162516
538,1,178,178,179,1.4910748161737868
539,1,122,187,191,-30.13248449503367
540,0,192,198,193,-4.562350027223037
541,0,163,131,181,21.408087194627235
542,0,151,199,155,-27.719451387770988
543,1,158,184,140,-15.754936233759691
544,0,143,197,122,-34.47379189867446
545,1,146,121,153,17.322079560902495
546,1,185,154,141,15.588504922654257
547,0,117,127,191,2.9874984153562063
548,1,195,134,157,32.57182537556985
549,1,165,132,124,16.167528415430603
550,1,163,151,168,8.198336884865594
551,1,171,138,123,17.058203820339447
552,0,133,199,116,-40.176993005408086
553,0,169,190,159,-14.18420724116598
554,0,195,136,190,35.096969142364784
555,0,119,117,117,1.6618331276331704
556,1,188,149,108,18.349804186952955
557,0,187,158,163,14.661660444131142
558,1,181,133,182,30.135805954482073
559,1,127,173,148,-26.034562506197652
560,1,163,142,186,14.663070207418093
561,1,110,145,172,-14.975453925444763
562,1,152,140,196,12.564552378003848
563,0,112,183,161,-38.09875656546789
564,0,189,184,101,-5.02259573323885
565,0,157,157,178,1.5572529445797
566,0,136,168,191,-14.168724190779075
567,0,196,143,195,30.589484659576765
568,1,112,134,150,-7.271311125185964
569,0,185,177,176,3.2959201863553913
570,0,142,178,185,-17.85699704919526
571,0,103,128,111,-15.476031900162647
572,1,106,192,132,-46.847485662078064
573,0,173,151,178,16.0963925550953
574,1,152,183,189,-14.501438357388553
575,0,109,146,180,-14.574761349052409
576,1,117,103,194,18.842422444454535
577,1,199,107,151,51.399503572630735
578,0,183,128,188,32.64652878788931
579,0,138,197,116,-36.85825230517941
580,1,190,179,107,-1.7767292690585093
581,0,110,107,173,10.45028426159281
582,0,134,174,133,-25.476981995940694
583,0,161,176,109,-13.636208967164663
584,1,178,112,126,33.90450927297608
585,1,178,147,103,11.63314662979731
586,1,171,105,133,36.44457621558334
587,0,120,152,142,-18.460108799768182
588,0,186,117,187,41.79213446532179
589,0,159,161,198,2.7754778259481747
590,1,198,149,123,21.859085260809923
591,0,109,167,128,-31.98103192857531
592,1,185,197,153,-9.484000791418536
593,0,173,128,179,26.37041926119299
594,1,146,180,127,-21.240406107436016
595,0,156,116,103,20.59342046137834
596,1,122,109,146,10.366661495796702
597,0,170,180,172,-4.6231650967390925
598,0,167,124,111,19.259731183394507
599,0,140,143,194,1.5143411630214496
600,0,170,142,150,14.58247407391762
601,0,111,102,154,9.629844263838963
602,0,106,150,191,-18.987638417087762
603,1,171,130,135,21.66823207612782
604,0,142,171,167,-16.763430227143527
605,1,142,197,121,-34.962669755166964
606,1,129,175,115,-28.946648370017744
607,1,121,102,160,15.362804209593037
608,0,133,110,116,11.969191648637198
609,1,154,108,138,25.308810155348688
610,0,184,101,110,41.57958745661398
611,1,146,142,150,2.8937478554788756
612,0,114,136,191,-5.045131810068509
613,1,192,149,124,18.419658737934725
614,0,194,165,166,14.88779098527469
615,1,166,140,159,16.244851049635137
616,0,185,171,130,1.9718031094236588
617,1,188,130,158,32.03177247992126
618,1,166,111,145,31.83882210586801
619,0,125,173,153,-24.567496683442265
620,0,112,194,110,-49.65115982973204
621,1,171,128,105,19.375876410218275
622,0,155,160,199,1.1102635705015134
623,0,153,171,107,-14.045798349513792
624,1,185,144,167,21.807690994794655
625,1,142,154,166,-4.133048456756238
626,0,172,157,194,9.166750801664893
627,1,169,176,152,-6.079508972518306
628,1,129,142,147,-4.120912549289656
629,1,177,179,176,-0.6045471932733611
630,0,157,192,100,-27.967552186726873
631,1,108,128,149,-7.715271902057018
632,1,149,129,110,8.158231002468
633,1,185,188,110,-9.76457800670508
634,0,127,115,154,8.406852086161622
635,0,129,100,153,20.112607689856894
636,1,167,131,100,16.931335929102513
637,0,103,160,171,-26.614662986119203
638,1,179,165,154,5.202437413184396
639,0,107,125,159,-5.606196524493284
640,1,166,147,169,12.203080738166298
641,1,167,142,114,10.424846743266723
642,1,108,179,113,-40.93497817603014
643,1,133,176,142,-25.46585775556135
644,0,141,187,174,-23.864556969683523
645,0,143,158,154,-7.683847658478326
646,1,168,150,184,13.597824012716135
647,0,113,165,167,-24.231978490851667
648,0,156,186,112,-20.195669913847407
649,0,192,107,136,45.00485849272481
650,1,142,129,182,12.227060026788555
651,1,133,135,146,2.0372039406667684
652,0,182,153,114,8.899597995951519
653,0,119,148,112,-17.717266819915615
654,0,196,173,159,9.925466966173554
655,1,172,154,120,6.895645252539661
656,0,143,177,116,-22.74792702801284
657,1,192,193,168,-4.528228928671963
658,1,146,189,182,-22.244333812776976
659,1,142,105,172,24.088204208425395
660,1,156,119,150,22.52649051927151
661,0,197,181,157,6.526489903340582
662,0,120,150,170,-12.232372419465205
663,0,145,112,159,19.42066002247408
664,0,180,167,126,1.8496011111067094
665,1,194,106,175,52.52835503872977
666,1,194,179,122,2.3661600115743724
667,1,197,177,149,8.460510120777744
668,1,104,163,113,-32.5642454484686
669,0,173,165,123,0.42361735734238337
670,0,186,164,141,10.225281753046158
671,0,109,173,160,-32.106882530528274
672,1,173,170,147,-1.0204606445581494
673,1,116,156,165,-18.72482270046562
674,1,171,165,140,0.7351375547485215
675,0,170,105,106,32.52873774614872
676,0,168,118,184,31.05675670122101
677,0,180,106,175,44.62287362282437
678,1,128,144,111,-11.039094902665148
679,0,139,199,108,-39.39575141753003
680,1,125,124,121,1.1838187769238653
681,0,163,157,159,2.624825110475706
682,1,147,136,182,9.755904729930018
683,1,108,179,177,-36.06746890392277
684,0,191,125,166,36.212089325022944
685,0,187,129,186,34.979372801169404
686,0,189,106,159,44.68906052171182
687,1,185,147,128,16.720535399825813
688,0,171,198,171,-16.493280999712887
689,0,130,153,142,-13.163139315110651
690,0,191,156,171,18.6430448674712
691,1,106,181,115,-43.26342166045647
692,0,131,175,101,-28.876146554855563
693,1,147,123,179,17.31924385775976
694,0,140,108,163,20.531073757857058
695,1,130,177,145,-25.60095012688004
696,1,109,194,141,-48.170823725188036
697,1,154,177,123,-13.799742667013241
698,0,105,196,172,-47.5182161613837
699,1,111,129,117,-9.859380085864172
700,0,154,190,153,-21.346134358729202
701,0,149,187,196,-17.944496711779514
702,1,197,116,113,40.482760524128224
703,0,147,170,170,-11.906524284864792
704,1,103,176,110,-43.64431221133951
705,1,182,198,158,-10.9522650241746
706,1,148,160,101,-11.960062494383777
707,0,132,157,195,-8.04220891484738
708,1,177,167,107,0.5409837155920236
709,1,153,116,107,17.302762498862055
710,1,151,127,114,10.926694695306997
711,0,107,119,155,-1.6393495297773701
712,0,163,156,121,-0.24818920092410168
713,1,160,192,158,-19.586486333451397
714,1,178,108,168,41.25674653653358
715,1,140,137,138,1.790307183611072
716,1,171,132,167,24.310446450352416
717,1,113,104,135,8.293155328423147
718,0,167,119,121,24.22583441144891
719,0,119,116,165,9.220255307447328
720,1,140,116,151,13.866601912557119
721,1,157,186,162,-17.257112097833883
722,1,104,172,138,-35.07177148984298
723,0,161,195,141,-24.729846880752742
724,1,125,142,101,-11.153314165356598
725,0,129,130,130,-0.42270323655967107
726,0,128,167,165,-20.539771090768767
727,1,186,102,180,50.779690513337535
728,1,154,100,166,34.59169112236811
729,0,140,104,192,28.88020070507503
730,0,156,177,104,-19.205212795398353
731,1,186,181,124,-0.9135128819736142
732,1,169,188,100,-16.767511990124348
733,1,173,146,178,16.630568899538837
734,0,128,151,189,-8.07814545730695
735,1,178,156,177,14.68008190071432
736,0,159,101,128,31.23969088177613
737,0,100,107,130,-1.837841319204454
738,0,107,112,194,4.927395805723641
739,1,178,114,124,34.31367458277598
740,1,106,195,126,-49.243822692224626
741,0,112,112,114,1.3688171831069464
742,1,145,155,177,-1.1135813660871492
743,1,156,105,184,33.21281745698746
744,1,151,198,144,-27.21431359118101
745,0,102,138,157,-16.857372158524363
746,0,150,196,196,-22.389381526598747
747,0,148,153,109,-7.771979160387213
748,0,119,193,150,-42.84512319738997
749,1,152,102,119,26.661068547232905
